obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	gA(s^-1)	fik	log_gf	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"1138.145"	"0.003"	"1138.1441"	"0.0004"	"11"	"1.76e+07"	"1.71e-01"	"-0.466"	A	"2.102297177"	"3.1913531"	"2p6.3p"	"2P*"	"1/2"	"2p6.4s"	"2S"	"1/2"		"c30"	"L6096"	
"1140.378"	"0.003"	"1140.3766"	"0.0004"	"12"	"3.52e+07"	"1.71e-01"	"-0.165"	A	"2.104429202"	"3.1913531"	"2p6.3p"	"2P*"	"3/2"	"2p6.4s"	"2S"	"1/2"		"c30"	"L6096"	
""	""	"1148.910"	"0.004"	""	"3.52e+05"	"3.48e-03"	"-2.157"	B+	"3.7526285"	"4.8314795"	"2p6.4p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"		"c30"	""	
""	""	"1149.649"	"0.004"	""	"7.00e+05"	"3.47e-03"	"-1.858"	B+	"3.7533216"	"4.8314795"	"2p6.4p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"		"c30"	""	
""	""	"1230.467"	"0.003"	""	"6.36e+03"	"2.41e-05"	"-3.840"	B	"3.61697081"	"4.6243143"	"2p6.3d"	"2D"	"5/2"	"2p6.6p"	"2P*"	"3/2"		"c30"	""	
""	""	"1230.475"	"0.003"	""	"7.08e+02"	"4.01e-06"	"-4.795"	C+	"3.61697701"	"4.6243143"	"2p6.3d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"3/2"		"c30"	""	
""	""	"1230.670"	"0.003"	""	"3.86e+03"	"2.20e-05"	"-4.056"	B	"3.61697701"	"4.6241543"	"2p6.3d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"1/2"		"c30"	""	
""	""	"1231.148"	"0.003"	""	"4.32e+06"	"4.92e-02"	"-1.007"	A	"3.7526285"	"4.75941465"	"2p6.4p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"		"c30"	""	
""	""	"1231.996"	"0.003"	""	"8.64e+05"	"4.91e-03"	"-1.707"	A	"3.7533216"	"4.75941465"	"2p6.4p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"		"c30"	""	
""	""	"1231.998"	"0.003"	""	"7.74e+06"	"4.42e-02"	"-0.753"	A	"3.7533216"	"4.75941304"	"2p6.4p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"		"c30"	""	
"1267.917"	"0.003"	"1267.914"	"0.003"	"(10)*"	"3.76e+07"	"1.51e-01"	"-0.043"	A	"3.61697081"	"4.5945630"	"2p6.3d"	"2D"	"5/2"	"2p6.5f"	"2F*"	"7/2"		"c30"	"L4740c73"	
"1267.917"	"0.003"	"1267.914"	"0.003"	"(10)*"	"1.88e+06"	"7.55e-03"	"-1.344"	A	"3.61697081"	"4.5945630"	"2p6.3d"	"2D"	"5/2"	"2p6.5f"	"2F*"	"5/2"		"c30"	"L4740c73"	
""	""	"1267.922"	"0.003"	""	"2.63e+07"	"1.59e-01"	"-0.197"	A	"3.61697701"	"4.5945630"	"2p6.3d"	"2D"	"3/2"	"2p6.5f"	"2F*"	"5/2"		"c30"	""	
""	""	"1269.4185"	"0.0005"	""	"7.72e+03"	"9.33e-05"	"-3.729"	C'	"4.11635883"	"[5.09279242]"	"2p6.5s"	"2S"	"1/2"	"2p6.18p"	"2P*"	"3/2"		"T817"	""	
""	""	"1269.4242"	"0.0005"	""	"3.86e+03"	"4.67e-05"	"-4.030"	C'	"4.11635883"	"[5.09278808]"	"2p6.5s"	"2S"	"1/2"	"2p6.18p"	"2P*"	"1/2"		"T817"	""	
""	""	"1277.1506"	"0.0005"	""	"9.32e+03"	"1.14e-04"	"-3.642"	C'	"4.11635883"	"[5.08688097]"	"2p6.5s"	"2S"	"1/2"	"2p6.17p"	"2P*"	"3/2"		"T817"	""	
""	""	"1277.1576"	"0.0005"	""	"4.66e+03"	"5.70e-05"	"-3.943"	C'	"4.11635883"	"[5.08687564]"	"2p6.5s"	"2S"	"1/2"	"2p6.17p"	"2P*"	"1/2"		"T817"	""	
""	""	"1286.5906"	"0.0005"	""	"1.11e+04"	"1.38e-04"	"-3.559"	C'	"4.11635883"	"[5.07976007]"	"2p6.5s"	"2S"	"1/2"	"2p6.16p"	"2P*"	"3/2"		"T817"	""	
""	""	"1286.5992"	"0.0005"	""	"5.56e+03"	"6.90e-05"	"-3.860"	C'	"4.11635883"	"[5.07975362]"	"2p6.5s"	"2S"	"1/2"	"2p6.16p"	"2P*"	"1/2"		"T817"	""	
""	""	"1290.794"	"0.003"	""	"5.94e+05"	"7.43e-03"	"-1.828"	B+	"3.7526285"	"4.71289256"	"2p6.4p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"		"c30"	""	
""	""	"1291.726"	"0.003"	""	"1.18e+06"	"7.41e-03"	"-1.528"	B+	"3.7533216"	"4.71289256"	"2p6.4p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"		"c30"	""	
""	""	"1298.2936"	"0.0005"	""	"1.39e+04"	"1.76e-04"	"-3.454"	C'	"4.11635883"	"[5.07107584]"	"2p6.5s"	"2S"	"1/2"	"2p6.15p"	"2P*"	"3/2"		"T817"	""	
""	""	"1298.3042"	"0.0005"	""	"6.96e+03"	"8.80e-05"	"-3.755"	C'	"4.11635883"	"[5.07106803]"	"2p6.5s"	"2S"	"1/2"	"2p6.15p"	"2P*"	"1/2"		"T817"	""	
""	""	"1313.0664"	"0.0005"	""	"1.78e+04"	"2.30e-04"	"-3.337"	C'	"4.11635883"	"[5.06033472]"	"2p6.5s"	"2S"	"1/2"	"2p6.14p"	"2P*"	"3/2"		"T817"	""	
""	""	"1313.0800"	"0.0005"	""	"8.90e+03"	"1.15e-04"	"-3.638"	C'	"4.11635883"	"[5.06032492]"	"2p6.5s"	"2S"	"1/2"	"2p6.14p"	"2P*"	"1/2"		"T817"	""	
""	""	"1332.1214"	"0.0005"	""	"2.4e+04"	"3.2e-04"	"-3.19"	C'	"4.11635883"	"[5.04683185]"	"2p6.5s"	"2S"	"1/2"	"2p6.13p"	"2P*"	"3/2"		"T817"	""	
""	""	"1332.1391"	"0.0005"	""	"1.2e+04"	"1.6e-04"	"-3.50"	C'	"4.11635883"	"[5.04681945]"	"2p6.5s"	"2S"	"1/2"	"2p6.13p"	"2P*"	"1/2"		"T817"	""	
""	""	"1357.3578"	"0.0005"	""	"3.2e+04"	"4.4e-04"	"-3.06"	C'	"4.11635883"	"[5.02953221]"	"2p6.5s"	"2S"	"1/2"	"2p6.12p"	"2P*"	"3/2"		"T817"	""	
""	""	"1357.3818"	"0.0005"	""	"1.6e+04"	"2.2e-04"	"-3.36"	C'	"4.11635883"	"[5.02951609]"	"2p6.5s"	"2S"	"1/2"	"2p6.12p"	"2P*"	"1/2"		"T817"	""	
""	""	"1391.9071"	"0.0005"	""	"4.40e+04"	"6.39e-04"	"-2.893"	C'	"4.11635883"	"5.00686591"	"2p6.5s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"3/2"		"T817"	""	
""	""	"1391.9404"	"0.0005"	""	"2.20e+04"	"3.20e-04"	"-3.194"	C'	"4.11635883"	"5.00684459"	"2p6.5s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"1/2"		"T817"	""	
""	""	"1441.2823"	"0.0006"	""	"6.56e+04"	"1.02e-03"	"-2.690"	C'	"4.11635883"	"4.97635910"	"2p6.5s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"3/2"		"T817"	""	
""	""	"1441.3307"	"0.0006"	""	"3.28e+04"	"5.11e-04"	"-2.991"	C'	"4.11635883"	"4.97633022"	"2p6.5s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"1/2"		"T817"	""	
"1476.754"	"0.003"	"1476.749"	"0.004"	"(10)"	"8.72e+06"	"1.43e-01"	"-0.544"	A	"3.7526285"	"4.59197449"	"2p6.4p"	"2P*"	"1/2"	"2p6.5d"	"2D"	"3/2"		"c30"	"L4740c73"	
""	""	"1477.969"	"0.004"	""	"1.74e+06"	"1.42e-02"	"-1.246"	A	"3.7533216"	"4.59197449"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"3/2"		"c30"	""	
"1477.975"	"0.003"	"1477.974"	"0.004"	"(10)"	"1.57e+07"	"1.28e-01"	"-0.291"	A	"3.7533216"	"4.59197201"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"5/2"		"c30"	"L4740c73"	
""	""	"1516.0844"	"0.0007"	""	"1.35e+05"	"2.33e-03"	"-2.332"	B	"4.11635883"	"[4.93392762]"	"2p6.5s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"1516.1605"	"0.0007"	""	"6.64e+04"	"1.14e-03"	"-2.642"	B	"4.11635883"	"[4.93388658]"	"2p6.5s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
"1637.387"	"0.003"	"1637.386"	"0.005"	"(1)"	"1.17e+06"	"2.35e-02"	"-1.328"	A	"3.7526285"	"4.50962989"	"2p6.4p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"		"c30"	"L4740c73"	
""	""	"1638.886"	"0.005"	"(1)bl"	"2.34e+06"	"2.35e-02"	"-1.027"	A	"3.7533216"	"4.50962989"	"2p6.4p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"		"c30"	"L4740c73"	
""	""	"1639.389"	"0.005"	""	"1.76e+05"	"3.55e-03"	"-2.149"	B+	"4.11635883"	"4.8724352"	"2p6.5s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	""	
""	""	"1639.521"	"0.005"	""	"8.66e+04"	"1.75e-03"	"-2.456"	B+	"4.11635883"	"4.8723744"	"2p6.5s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"1/2"		"c30"	""	
""	""	"1703.109"	"0.006"	""	"1.88e+04"	"1.36e-04"	"-3.088"	B+	"3.61697081"	"4.3447597"	"2p6.3d"	"2D"	"5/2"	"2p6.5p"	"2P*"	"3/2"		"c30"	""	
""	""	"1703.123"	"0.006"	""	"2.09e+03"	"2.27e-05"	"-4.042"	B+	"3.61697701"	"4.3447597"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"3/2"		"c30"	""	
""	""	"1703.840"	"0.006"	""	"1.13e+04"	"1.23e-04"	"-3.308"	B+	"3.61697701"	"4.3444534"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"1/2"		"c30"	""	
"1846.539"	"0.003"	"1846.531"	"0.007"	"(40)*"	"1.12e+08"	"9.57e-01"	"0.759"	A	"3.61697081"	"4.2882316"	"2p6.3d"	"2D"	"5/2"	"2p6.4f"	"2F*"	"7/2"		"c30"	"L4740c73"	
"1846.539"	"0.003"	"1846.531"	"0.007"	"(40)*"	"5.61e+06"	"4.78e-02"	"-0.542"	A	"3.61697081"	"4.2882316"	"2p6.3d"	"2D"	"5/2"	"2p6.4f"	"2F*"	"5/2"		"c30"	"L4740c73"	
""	""	"1846.548"	"0.007"	""	"7.86e+07"	"1.00e+00"	"0.602"	A	"3.61697701"	"4.2882316"	"2p6.3d"	"2D"	"3/2"	"2p6.4f"	"2F*"	"5/2"		"c30"	""	
""	""	"1859.6365"	"0.0010"	""	"1.45e+00"	"1.25e-08"	"-7.12"	A+	"3.61697081"	"4.28350081"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"3/2"	E2	"c27"	""	
""	""	"1859.6365"	"0.0010"	""	"1.30e-08"	"1.12e-16"	"-15.17"	E	"3.61697081"	"4.28350081"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"3/2"	M1	"c27"	""	
""	""	"1859.6486"	"0.0010"	""	"5.78e+00"	"5.00e-08"	"-6.52"	A+	"3.61697081"	"4.28349647"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"5/2"	E2	"c27"	""	
""	""	"1859.6486"	"0.0010"	""	"2.48e-07"	"2.15e-15"	"-13.89"	D	"3.61697081"	"4.28349647"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"5/2"	M1	"c27"	""	
""	""	"1859.6538"	"0.0010"	""	"3.38e+00"	"4.38e-08"	"-6.76"	A+	"3.61697701"	"4.28350081"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"3/2"	E2	"c27"	""	
""	""	"1859.6538"	"0.0010"	""	"4.20e-08"	"5.45e-16"	"-14.66"	D	"3.61697701"	"4.28350081"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"3/2"	M1	"c27"	""	
""	""	"1859.6659"	"0.0010"	""	"1.45e+00"	"1.88e-08"	"-7.12"	A+	"3.61697701"	"4.28349647"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"5/2"	E2	"c27"	""	
""	""	"1859.6659"	"0.0010"	""	"5.99e-09"	"7.77e-17"	"-15.51"	E	"3.61697701"	"4.28349647"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"5/2"	M1	"c27"	""	
""	""	"1872.058"	"0.007"	""	"3.46e+05"	"9.09e-03"	"-1.740"	B+	"4.11635883"	"4.7784663"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	""	
""	""	"1872.321"	"0.007"	""	"1.71e+05"	"4.48e-03"	"-2.048"	B+	"4.11635883"	"4.7783733"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"		"c30"	""	
""	""	"1905.6645"	"0.0010"	""	"4.88e+03"	"4.43e-05"	"-3.575"	C+	"4.28349647"	"[4.93392762]"	"2p6.4d"	"2D"	"5/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"1905.6772"	"0.0010"	""	"5.44e+02"	"7.38e-06"	"-4.530"	C	"4.28350081"	"[4.93392762]"	"2p6.4d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"1905.7975"	"0.0010"	""	"2.88e+03"	"3.92e-05"	"-3.805"	C	"4.28350081"	"[4.93388658]"	"2p6.4d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
""	""	"1927.954"	"0.007"	""	"2.28e+05"	"2.12e-03"	"-1.896"	B+	"4.28349647"	"4.9264080"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"		"c30"	""	
""	""	"1927.954"	"0.007"	""	"4.56e+06"	"4.24e-02"	"-0.594"	A	"4.28349647"	"4.9264080"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"		"c30"	""	
""	""	"1927.967"	"0.007"	""	"3.19e+06"	"4.45e-02"	"-0.750"	A	"4.28350081"	"4.9264080"	"2p6.4d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"		"c30"	""	
""	""	"1944.321"	"0.011"	""	"3.82e+04"	"3.61e-04"	"-2.664"	B	"4.2882316"	"4.9257310"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"3/2"		"c30"	""	
""	""	"1944.321"	"0.011"	""	"5.46e+04"	"3.87e-04"	"-2.509"	B+	"4.2882316"	"4.9257310"	"2p6.4f"	"2F*"	"7/2"	"2p6.8d"	"2D"	"5/2"		"c30"	""	
""	""	"1944.321"	"0.011"	""	"2.73e+03"	"2.58e-05"	"-3.810"	C+	"4.2882316"	"4.9257310"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"5/2"		"c30"	""	
obs_wl_vac(nm)	unc_obs_wl	ritz_wl_vac(nm)	unc_ritz_wl	intens	gA(s^-1)	fik	log_gf	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	""	"2023.108"	"0.012"	""	"1.49e+05"	"4.56e-03"	"-2.040"	B	"4.3444534"	"4.9572937"	"2p6.5p"	"2P*"	"1/2"	"2p6.10s"	"2S"	"1/2"		"c30"	""	
""	""	"2024.119"	"0.012"	""	"2.96e+05"	"4.54e-03"	"-1.741"	B+	"4.3447597"	"4.9572937"	"2p6.5p"	"2P*"	"3/2"	"2p6.10s"	"2S"	"1/2"		"c30"	""	
""	""	"2105.214"	"0.009"	""	"6.44e+03"	"7.12e-05"	"-3.369"	B	"4.28349647"	"4.8724352"	"2p6.4d"	"2D"	"5/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	""	
""	""	"2105.229"	"0.009"	""	"7.16e+02"	"1.19e-05"	"-4.322"	C+	"4.28350081"	"4.8724352"	"2p6.4d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	""	
""	""	"2105.447"	"0.009"	""	"3.78e+03"	"6.27e-05"	"-3.601"	B	"4.28350081"	"4.8723744"	"2p6.4d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"1/2"		"c30"	""	
""	""	"2132.960"	"0.013"	""	"1.12e+06"	"3.80e-02"	"-1.119"	A	"4.3444534"	"4.9257310"	"2p6.5p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"		"c30"	""	
""	""	"2134.085"	"0.013"	""	"2.00e+06"	"3.42e-02"	"-0.864"	A	"4.3447597"	"4.9257310"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"		"c30"	""	
""	""	"2134.085"	"0.013"	""	"2.22e+05"	"3.80e-03"	"-1.818"	B+	"4.3447597"	"4.9257310"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"		"c30"	""	
""	""	"2145.807"	"0.009"	""	"3.03e+05"	"3.49e-03"	"-1.679"	B+	"4.28349647"	"4.8612940"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"		"c30"	""	
""	""	"2145.807"	"0.009"	""	"6.06e+06"	"6.97e-02"	"-0.379"	A	"4.28349647"	"4.8612940"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"		"c30"	""	
""	""	"2145.823"	"0.009"	""	"4.24e+06"	"7.32e-02"	"-0.533"	A	"4.28350081"	"4.8612940"	"2p6.4d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"		"c30"	""	
""	""	"2167.312"	"0.013"	""	"3.73e+03"	"4.37e-05"	"-3.581"	B	"4.2882316"	"4.8602959"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"5/2"		"c30"	""	
""	""	"2167.312"	"0.013"	""	"5.20e+04"	"6.12e-04"	"-2.435"	B+	"4.2882316"	"4.8602959"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"3/2"		"c30"	""	
""	""	"2167.312"	"0.013"	""	"7.44e+04"	"6.56e-04"	"-2.280"	B+	"4.2882316"	"4.8602959"	"2p6.4f"	"2F*"	"7/2"	"2p6.7d"	"2D"	"5/2"		"c30"	""	
""	""	"2205.329"	"0.014"	""	"1.46e+05"	"5.31e-03"	"-1.974"	B	"4.3444534"	"4.9066561"	"2p6.5p"	"2P*"	"1/2"	"2p6.9s"	"2S"	"1/2"		"c30"	""	
"2206.242"	"0.003"	"2206.248"	"0.010"	"(40)"	"2.66e+07"	"9.69e-01"	"0.287"	A+	"3.1913531"	"3.7533216"	"2p6.4s"	"2S"	"1/2"	"2p6.4p"	"2P*"	"3/2"		"c30"	"L4740c73"	
""	""	"2206.531"	"0.014"	""	"2.90e+05"	"5.29e-03"	"-1.674"	B+	"4.3447597"	"4.9066561"	"2p6.5p"	"2P*"	"3/2"	"2p6.9s"	"2S"	"1/2"		"c30"	""	
"2208.969"	"0.003"	"2208.973"	"0.010"	"(40)"	"1.32e+07"	"4.85e-01"	"-0.013"	A+	"3.1913531"	"3.7526285"	"2p6.4s"	"2S"	"1/2"	"2p6.4p"	"2P*"	"1/2"		"c30"	"L4740c73"	
"2335.475"	"0.003"	"2335.481"	"0.011"	"(40)"	"2.34e+07"	"9.55e-01"	"0.281"	A+	"3.7526285"	"4.28350081"	"2p6.4p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"		"c30"	"L4740c73"	
""	""	"2338.534"	"0.011"	""	"4.68e+06"	"9.58e-02"	"-0.417"	A	"3.7533216"	"4.28350081"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"3/2"		"c30"	""	
"2338.552"	"0.003"	"2338.553"	"0.011"	"(40)"	"4.21e+07"	"8.62e-01"	"0.538"	A+	"3.7533216"	"4.28349647"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"		"c30"	"L4740c73"	
""	""	"2403.528"	"0.016"	""	"1.46e+06"	"6.32e-02"	"-0.898"	A	"4.3444534"	"4.8602959"	"2p6.5p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"		"c30"	""	
""	""	"2404.956"	"0.016"	""	"2.91e+05"	"6.31e-03"	"-1.598"	B+	"4.3447597"	"4.8602959"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"		"c30"	""	
""	""	"2404.956"	"0.016"	""	"2.62e+06"	"5.68e-02"	"-0.644"	A	"4.3447597"	"4.8602959"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"		"c30"	""	
""	""	"2440.848"	"0.012"	""	"9.20e+05"	"4.11e-02"	"-1.085"	A	"4.11635883"	"4.6243143"	"2p6.5s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"3/2"		"c30"	""	
""	""	"2441.617"	"0.012"	""	"4.56e+05"	"2.04e-02"	"-1.389"	A	"4.11635883"	"4.6241543"	"2p6.5s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"1/2"		"c30"	""	
""	""	"2504.884"	"0.013"	""	"1.20e+04"	"1.88e-04"	"-2.948"	B	"4.28349647"	"4.7784663"	"2p6.4d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	""	
""	""	"2504.906"	"0.013"	""	"1.34e+03"	"3.14e-05"	"-3.901"	C+	"4.28350081"	"4.7784663"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	""	
""	""	"2505.377"	"0.013"	""	"7.04e+03"	"1.65e-04"	"-3.180"	B	"4.28350081"	"4.7783733"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"		"c30"	""	
""	""	"2545.741"	"0.018"	""	"2.06e+05"	"1.01e-02"	"-1.695"	B+	"4.3444534"	"4.8314795"	"2p6.5p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"		"c30"	""	
""	""	"2547.342"	"0.018"	""	"4.12e+05"	"1.00e-02"	"-1.398"	B+	"4.3447597"	"4.8314795"	"2p6.5p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"		"c30"	""	
""	""	"2596.687"	"0.014"	""	"5.24e+05"	"8.84e-03"	"-1.275"	A	"4.28349647"	"4.7609672"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"		"c30"	""	
""	""	"2596.687"	"0.014"	""	"1.05e+07"	"1.77e-01"	"0.026"	A	"4.28349647"	"4.7609672"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"		"c30"	""	
""	""	"2596.711"	"0.014"	""	"7.32e+06"	"1.86e-01"	"-0.128"	A	"4.28350081"	"4.7609672"	"2p6.4d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"		"c30"	""	
""	""	"2631.338"	"0.014"	""	"9.84e+04"	"1.70e-03"	"-1.991"	A	"4.2882316"	"4.75941465"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"3/2"		"c30"	""	
""	""	"2631.347"	"0.014"	""	"7.02e+03"	"1.21e-04"	"-3.139"	B+	"4.2882316"	"4.75941304"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"5/2"		"c30"	""	
""	""	"2631.347"	"0.014"	""	"1.40e+05"	"1.82e-03"	"-1.837"	A	"4.2882316"	"4.75941304"	"2p6.4f"	"2F*"	"7/2"	"2p6.6d"	"2D"	"5/2"		"c30"	""	
""	""	"2922.1037"	"0.0024"	""	"1.05e+05"	"6.72e-03"	"-1.872"	B+	"4.50962989"	"[4.93392762]"	"2p6.6s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"2922.3864"	"0.0024"	""	"5.18e+04"	"3.31e-03"	"-2.179"	B	"4.50962989"	"[4.93388658]"	"2p6.6s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
""	""	"2987.850"	"0.018"	""	"2.58e+06"	"1.73e-01"	"-0.461"	A	"4.3444534"	"4.75941465"	"2p6.5p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"		"c30"	""	
""	""	"2990.057"	"0.018"	""	"5.16e+05"	"1.73e-02"	"-1.160"	A	"4.3447597"	"4.75941465"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"		"c30"	""	
""	""	"2990.068"	"0.018"	""	"4.64e+06"	"1.56e-01"	"-0.205"	A	"4.3447597"	"4.75941304"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"		"c30"	""	
""	""	"3016.583"	"0.003"	""	"5.36e+04"	"1.22e-03"	"-2.135"	E	"4.59197201"	"[5.00298074]"	"2p6.5d"	"2D"	"5/2"	"2p6.10f"	"2F*"	"5/2"		"c58,LS"	""	
""	""	"3016.583"	"0.003"	""	"1.08e+06"	"2.45e-02"	"-0.833"	D	"4.59197201"	"[5.00298074]"	"2p6.5d"	"2D"	"5/2"	"2p6.10f"	"2F*"	"7/2"		"c58,LS"	""	
""	""	"3016.601"	"0.003"	""	"7.56e+05"	"2.57e-02"	"-0.988"	E	"4.59197449"	"[5.00298074]"	"2p6.5d"	"2D"	"3/2"	"2p6.10f"	"2F*"	"5/2"		"c58,LS"	""	
""	""	"3270.712"	"0.022"	""	"7.62e+04"	"2.03e-03"	"-1.914"	E	"4.59197201"	"4.9710460"	"2p6.5d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"5/2"		"c58,LS"	""	
""	""	"3270.712"	"0.022"	""	"1.51e+06"	"4.05e-02"	"-0.614"	D	"4.59197201"	"4.9710460"	"2p6.5d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"		"c58,LS"	""	
""	""	"3270.734"	"0.022"	""	"1.06e+06"	"4.25e-02"	"-0.770"	D	"4.59197449"	"4.9710460"	"2p6.5d"	"2D"	"3/2"	"2p6.9f"	"2F*"	"5/2"		"c58,LS"	""	
""	""	"3365.120"	"0.023"	""	"3.78e+05"	"3.21e-02"	"-1.192"	A	"4.3444534"	"4.71289256"	"2p6.5p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"		"c30"	""	
""	""	"3367.920"	"0.023"	""	"7.54e+05"	"3.20e-02"	"-0.893"	A	"4.3447597"	"4.71289256"	"2p6.5p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"		"c30"	""	
""	""	"3408.685"	"0.023"	""	"3.60e+06"	"3.14e-01"	"-0.202"	A+	"3.7526285"	"4.11635883"	"2p6.4p"	"2P*"	"1/2"	"2p6.5s"	"2S"	"1/2"		"c30"	""	
""	""	"3415.192"	"0.023"	""	"7.20e+06"	"3.14e-01"	"0.099"	A+	"3.7533216"	"4.11635883"	"2p6.4p"	"2P*"	"3/2"	"2p6.5s"	"2S"	"1/2"		"c30"	""	
