obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	gA(s^-1)	fik	log_gf	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"454.1633"	"0.0009"	"454.1633"	"0.0004"	"7"	"7.52e+05"	"1.16e-03"	"-2.635"	B	"2.102297177"	"4.8314795"	"2p6.3p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"		"c30"	"L6096"	
"454.5186"	"0.0009"	"454.5184"	"0.0004"	"8"	"1.50e+06"	"1.16e-03"	"-2.333"	B	"2.104429202"	"4.8314795"	"2p6.3p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"		"c30"	"L6096"	
"466.48107"	"0.00005"	"466.48107"	"0.00004"	"1"	"8.32e+06"	"1.36e-02"	"-1.565"	B+	"2.102297177"	"4.75941465"	"2p6.3p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"		"c30"	"L15039"	
"466.85595"	"0.00005"	"466.85567"	"0.00004"	"2*"	"1.66e+06"	"1.36e-03"	"-2.264"	B+	"2.104429202"	"4.75941465"	"2p6.3p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"		"c30"	"L15039"	
"466.85595"	"0.00005"	"466.85595"	"0.00004"	"2*"	"1.49e+07"	"1.22e-02"	"-1.312"	A	"2.104429202"	"4.75941304"	"2p6.3p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"		"c30"	"L15039"	
"474.79410"	"0.00005"	"474.79412"	"0.00005"	"1"	"1.24e+06"	"2.09e-03"	"-2.379"	B	"2.102297177"	"4.71289256"	"2p6.3p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"		"c30"	"L15039"	
"475.18218"	"0.00005"	"475.18219"	"0.00005"	"2"	"2.46e+06"	"2.09e-03"	"-2.078"	B	"2.104429202"	"4.71289256"	"2p6.3p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"		"c30"	"L15039"	
"497.85414"	"0.00005"	"497.85414"	"0.00005"	"1"	"1.64e+07"	"3.04e-02"	"-1.216"	A	"2.102297177"	"4.59197449"	"2p6.3p"	"2P*"	"1/2"	"2p6.5d"	"2D"	"3/2"		"c30"	"L15039"	
""	""	"498.28084"	"0.00005"	""	"3.26e+06"	"3.03e-03"	"-1.916"	A	"2.104429202"	"4.59197449"	"2p6.3p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"3/2"		"c30"	""	
"498.28134"	"0.00005"	"498.28134"	"0.00005"	"2"	"2.93e+07"	"2.73e-02"	"-0.962"	A	"2.104429202"	"4.59197201"	"2p6.3p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"5/2"		"c30"	"L15039"	
"507.12"	"0.02"	"507.120"	"0.015"	"270"	"2.5e+08"	"1.2e-01"	"-0.02"	D	"33.0525"	"35.4967"	"2p5.(2P*).3s.3p.(3P*)"	"4D"	"7/2"	"2p5.3s.(3P*).4s"	"4P*"	"5/2"		"T5209"	"L6269"	
"514.88381"	"0.00005"	"514.88383"	"0.00005"	"1"	"2.28e+06"	"4.52e-03"	"-2.044"	B+	"2.102297177"	"4.50962989"	"2p6.3p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"		"c30"	"L15039"	
"515.34024"	"0.00005"	"515.34024"	"0.00005"	"2"	"4.54e+06"	"4.52e-03"	"-1.743"	B+	"2.104429202"	"4.50962989"	"2p6.3p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"		"c30"	"L15039"	
"516.25"	"0.02"	"516.212"	"0.013"	"83"	"9.0e+07"	"6.0e-02"	"-0.44"	D	"33.0956"	"35.4967"	"2p5.(2P*).3s.3p.(3P*)"	"4D"	"5/2"	"2p5.3s.(3P*).4s"	"4P*"	"5/2"		"T5209"	"L6269"	
"525.64"	"0.02"	"525.669"	"0.014"	"7"	"1.e+07"	"1.e-02"	"-1"	D	"33.1388"	"35.4967"	"2p5.(2P*).3s.3p.(3P*)"	"4D"	"3/2"	"2p5.3s.(3P*).4s"	"4P*"	"5/2"		"T5209"	"L6269"	
"562.10"	"0.02"	"562.068"	"0.016"	"42"	"8.4e+07"	"6.6e-02"	"-0.40"	D	"33.2915"	"35.4967"	"2p5.(2P*).3s.3p.(3P*)"	"4P"	"5/2"	"2p5.3s.(3P*).4s"	"4P*"	"5/2"		"T5209"	"L6269"	
"568.26333"	"0.00005"	"568.26333"	"0.00006"	"5"	"4.04e+07"	"9.83e-02"	"-0.706"	A	"2.102297177"	"4.28350081"	"2p6.3p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"		"c30"	"L15039"	
"568.81934"	"0.00005"	"568.81933"	"0.00006"	"1"	"8.08e+06"	"9.82e-03"	"-1.406"	A	"2.104429202"	"4.28350081"	"2p6.3p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"3/2"		"c30"	"L15039"	
"568.82046"	"0.00005"	"568.82047"	"0.00006"	"9"	"7.26e+07"	"8.83e-02"	"-0.452"	A	"2.104429202"	"4.28349647"	"2p6.3p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"		"c30"	"L15039"	
"574.42"	"0.02"	"574.454"	"0.017"	"12"	"2.e+07"	"3.e-02"	"-0.9"	D	"33.3390"	"35.4967"	"2p5.(2P*).3s.3p.(3P*)"	"4P"	"3/2"	"2p5.3s.(3P*).4s"	"4P*"	"5/2"		"T5209"	"L6269"	
"588.995095"	"0.000003"	"588.995094"	"0.000003"	"80000"	"2.46e+08"	"6.41e-01"	"0.108"	AA	"0.000000000"	"2.104429202"	"2p6.3s"	"2S"	"1/2"	"2p6.3p"	"2P*"	"3/2"		"T6617,T6568,T6567"	"L5918"	
"589.592424"	"0.000003"	"589.592424"	"0.000003"	"40000"	"1.23e+08"	"3.20e-01"	"-0.194"	AA	"0.000000000"	"2.102297177"	"2p6.3s"	"2S"	"1/2"	"2p6.3p"	"2P*"	"1/2"		"T6617,T6567"	"L5918"	
"615.42253"	"0.00005"	"615.42255"	"0.00008"	"1"	"5.00e+06"	"1.42e-02"	"-1.547"	A	"2.102297177"	"4.11635883"	"2p6.3p"	"2P*"	"1/2"	"2p6.5s"	"2S"	"1/2"		"c30"	"L15039"	
"616.07470"	"0.00005"	"616.07471"	"0.00008"	"2"	"9.96e+06"	"1.42e-02"	"-1.246"	A	"2.104429202"	"4.11635883"	"2p6.3p"	"2P*"	"3/2"	"2p6.5s"	"2S"	"1/2"		"c30"	"L15039"	
""	""	"663.19524"	"0.00016"	""	"2.5e+04"	"8.3e-05"	"-3.78"	C'	"3.1913531"	"[5.06033472]"	"2p6.4s"	"2S"	"1/2"	"2p6.14p"	"2P*"	"3/2"		"T817"	""	
""	""	"663.19872"	"0.00016"	""	"1.3e+04"	"4.2e-05"	"-4.08"	C'	"3.1913531"	"[5.06032492]"	"2p6.4s"	"2S"	"1/2"	"2p6.14p"	"2P*"	"1/2"		"T817"	""	
""	""	"668.02155"	"0.00016"	""	"3.4e+04"	"1.1e-04"	"-3.64"	C'	"3.1913531"	"[5.04683185]"	"2p6.4s"	"2S"	"1/2"	"2p6.13p"	"2P*"	"3/2"		"T817"	""	
""	""	"668.02601"	"0.00016"	""	"1.7e+04"	"5.7e-05"	"-3.94"	C'	"3.1913531"	"[5.04681945]"	"2p6.4s"	"2S"	"1/2"	"2p6.13p"	"2P*"	"1/2"		"T817"	""	
""	""	"674.30854"	"0.00016"	""	"4.44e+04"	"1.51e-04"	"-3.519"	C'	"3.1913531"	"[5.02953221]"	"2p6.4s"	"2S"	"1/2"	"2p6.12p"	"2P*"	"3/2"		"T817"	""	
""	""	"674.31445"	"0.00016"	""	"2.22e+04"	"7.57e-05"	"-3.820"	C'	"3.1913531"	"[5.02951609]"	"2p6.4s"	"2S"	"1/2"	"2p6.12p"	"2P*"	"1/2"		"T817"	""	
""	""	"682.72719"	"0.00017"	""	"6.12e+04"	"2.14e-04"	"-3.369"	C'	"3.1913531"	"5.00686591"	"2p6.4s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"3/2"		"T817"	""	
""	""	"682.73521"	"0.00017"	""	"3.06e+04"	"1.07e-04"	"-3.670"	C'	"3.1913531"	"5.00684459"	"2p6.4s"	"2S"	"1/2"	"2p6.11p"	"2P*"	"1/2"		"T817"	""	
""	""	"694.39549"	"0.00017"	""	"8.92e+04"	"3.23e-04"	"-3.190"	C'	"3.1913531"	"4.97635910"	"2p6.4s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"3/2"		"T817"	""	
""	""	"694.40672"	"0.00017"	""	"4.46e+04"	"1.61e-04"	"-3.491"	C'	"3.1913531"	"4.97633022"	"2p6.4s"	"2S"	"1/2"	"2p6.10p"	"2P*"	"1/2"		"T817"	""	
""	""	"711.30404"	"0.00018"	""	"1.77e+05"	"6.72e-04"	"-2.872"	C+	"3.1913531"	"[4.93392762]"	"2p6.4s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"711.32080"	"0.00018"	""	"8.64e+04"	"3.28e-04"	"-3.183"	C+	"3.1913531"	"[4.93388658]"	"2p6.4s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
"737.323"	"0.002"	"737.3231"	"0.0011"	"2"	"2.17e+05"	"8.83e-04"	"-2.753"	B	"3.1913531"	"4.8724352"	"2p6.4s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	"L6096"	
"737.349"	"0.002"	"737.3497"	"0.0011"	"1"	"1.06e+05"	"4.32e-04"	"-3.063"	B	"3.1913531"	"4.8723744"	"2p6.4s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"1/2"		"c30"	"L6096"	
""	""	"750.7464"	"0.0011"	""	"3.57e+01"	"1.51e-07"	"-6.52"	A	"2.102297177"	"3.7533216"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"3/2"	E2	"c27"	""	
""	""	"750.7464"	"0.0011"	""	"2.50e-05"	"1.06e-13"	"-12.67"	D+	"2.102297177"	"3.7533216"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"3/2"	M1	"c27"	""	
""	""	"751.0617"	"0.0011"	""	"2.30e-06"	"9.73e-15"	"-13.71"	D	"2.102297177"	"3.7526285"	"2p6.3p"	"2P*"	"1/2"	"2p6.4p"	"2P*"	"1/2"	M1	"c27"	""	
""	""	"751.7172"	"0.0011"	""	"3.55e+01"	"7.53e-08"	"-6.52"	A	"2.104429202"	"3.7533216"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"3/2"	E2	"c27"	""	
""	""	"751.7172"	"0.0011"	""	"1.71e-04"	"3.63e-13"	"-11.84"	C	"2.104429202"	"3.7533216"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"3/2"	M1	"c27"	""	
""	""	"752.0333"	"0.0011"	""	"3.56e+01"	"7.55e-08"	"-6.52"	A	"2.104429202"	"3.7526285"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"1/2"	E2	"c27"	""	
""	""	"752.0333"	"0.0011"	""	"1.77e-05"	"3.75e-14"	"-12.82"	D+	"2.104429202"	"3.7526285"	"2p6.3p"	"2P*"	"3/2"	"2p6.4p"	"2P*"	"1/2"	M1	"c27"	""	
"780.978"	"0.002"	"780.9783"	"0.0012"	"4"	"3.96e+05"	"1.81e-03"	"-2.441"	B	"3.1913531"	"4.7784663"	"2p6.4s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	"L6096"	
"781.024"	"0.002"	"781.0241"	"0.0012"	"3"	"1.94e+05"	"8.89e-04"	"-2.750"	B	"3.1913531"	"4.7783733"	"2p6.4s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"		"c30"	"L6096"	
"818.32556"	"0.00005"	"818.32556"	"0.00013"	"5"	"1.72e+08"	"8.62e-01"	"0.237"	A+	"2.102297177"	"3.61697701"	"2p6.3p"	"2P*"	"1/2"	"2p6.3d"	"2D"	"3/2"		"c30"	"L15039"	
"819.47905"	"0.00005"	"819.47904"	"0.00013"	"1"	"3.43e+07"	"8.63e-02"	"-0.462"	A	"2.104429202"	"3.61697701"	"2p6.3p"	"2P*"	"3/2"	"2p6.3d"	"2D"	"3/2"		"c30"	"L15039"	
"819.48237"	"0.00005"	"819.48240"	"0.00013"	"9"	"3.08e+08"	"7.77e-01"	"0.492"	A+	"2.104429202"	"3.61697081"	"2p6.3p"	"2P*"	"3/2"	"2p6.3d"	"2D"	"5/2"		"c30"	"L15039"	
"864.992"	"0.002"	"864.9931"	"0.0015"	"7"	"9.00e+05"	"5.04e-03"	"-1.997"	B+	"3.1913531"	"4.6243143"	"2p6.4s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"3/2"		"c30"	"L6096"	
"865.089"	"0.002"	"865.0897"	"0.0015"	"6"	"4.42e+05"	"2.48e-03"	"-2.305"	B+	"3.1913531"	"4.6241543"	"2p6.4s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"1/2"		"c30"	"L6096"	
""	""	"879.30809"	"0.00022"	""	"9.78e+04"	"1.89e-04"	"-2.945"	C'	"3.61697081"	"[5.02660370]"	"2p6.3d"	"2D"	"5/2"	"2p6.11f"	"2F*"	"5/2"		"T817"	""	
""	""	"879.30809"	"0.00022"	""	"1.96e+06"	"3.79e-03"	"-1.643"	C'	"3.61697081"	"[5.02660370]"	"2p6.3d"	"2D"	"5/2"	"2p6.11f"	"2F*"	"7/2"		"T817"	""	
""	""	"879.31196"	"0.00022"	""	"1.37e+06"	"3.98e-03"	"-1.798"	C'	"3.61697701"	"[5.02660370]"	"2p6.3d"	"2D"	"3/2"	"2p6.11f"	"2F*"	"5/2"		"T817"	""	
"894.296"	"0.002"	"894.29495"	"0.00023"	"2*"	"2.97e+06"	"5.93e-03"	"-1.448"	C'	"3.61697081"	"[5.00298074]"	"2p6.3d"	"2D"	"5/2"	"2p6.10f"	"2F*"	"7/2"		"T817"	"L6096"	
"894.296"	"0.002"	"894.29495"	"0.00023"	"2*"	"1.48e+05"	"2.96e-04"	"-2.750"	C'	"3.61697081"	"[5.00298074]"	"2p6.3d"	"2D"	"5/2"	"2p6.10f"	"2F*"	"5/2"		"T817"	"L6096"	
""	""	"894.29895"	"0.00023"	""	"2.08e+06"	"6.23e-03"	"-1.604"	C'	"3.61697701"	"[5.00298074]"	"2p6.3d"	"2D"	"3/2"	"2p6.10f"	"2F*"	"5/2"		"T817"	""	
"915.388"	"0.002"	"915.3862"	"0.0017"	"4*"	"4.2e+06"	"8.9e-03"	"-1.27"	C'	"3.61697081"	"4.9710460"	"2p6.3d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"		"T817"	"L6096"	
"915.388"	"0.002"	"915.3862"	"0.0017"	"4*"	"2.1e+05"	"4.4e-04"	"-2.58"	C'	"3.61697081"	"4.9710460"	"2p6.3d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"5/2"		"T817"	"L6096"	
""	""	"915.3904"	"0.0017"	""	"2.9e+06"	"9.2e-03"	"-1.43"	C'	"3.61697701"	"4.9710460"	"2p6.3d"	"2D"	"3/2"	"2p6.9f"	"2F*"	"5/2"		"T817"	""	
""	""	"941.1865"	"0.0003"	""	"7.76e+02"	"1.72e-06"	"-4.986"	D+	"3.61697081"	"[4.93392762]"	"2p6.3d"	"2D"	"5/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"941.1909"	"0.0003"	""	"8.60e+01"	"2.86e-07"	"-5.942"	D	"3.61697701"	"[4.93392762]"	"2p6.3d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"3/2"		"c30"	""	
""	""	"941.2202"	"0.0003"	""	"4.96e+02"	"1.65e-06"	"-5.180"	D+	"3.61697701"	"[4.93388658]"	"2p6.3d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"1/2"		"c30"	""	
"946.594"	"0.002"	"946.5914"	"0.0018"	"6*"	"7.66e+06"	"1.71e-02"	"-0.989"	B+	"3.61697081"	"4.9264080"	"2p6.3d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"		"c30"	"L6096"	
"946.594"	"0.002"	"946.5914"	"0.0018"	"6*"	"3.83e+05"	"8.57e-04"	"-2.289"	B+	"3.61697081"	"4.9264080"	"2p6.3d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"		"c30"	"L6096"	
""	""	"946.5959"	"0.0018"	""	"5.36e+06"	"1.80e-02"	"-1.143"	B+	"3.61697701"	"4.9264080"	"2p6.3d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"		"c30"	""	
""	""	"949.2581"	"0.0018"	""	"3.3e+05"	"2.2e-03"	"-2.35"	C	"3.7526285"	"[5.05838717]"	"2p6.4p"	"2P*"	"1/2"	"2p6.13d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"949.7622"	"0.0018"	""	"6.64e+04"	"2.25e-04"	"-3.047"	C	"3.7533216"	"[5.05838717]"	"2p6.4p"	"2P*"	"3/2"	"2p6.13d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"949.7624"	"0.0018"	""	"6.00e+05"	"2.03e-03"	"-2.091"	C	"3.7533216"	"[5.05838693]"	"2p6.4p"	"2P*"	"3/2"	"2p6.13d"	"2D"	"5/2"		"c58,LS"	""	
""	""	"952.4015"	"0.0018"	""	"5.70e+04"	"3.88e-04"	"-3.110"	C	"3.7526285"	"[5.05407748]"	"2p6.4p"	"2P*"	"1/2"	"2p6.14s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"952.9090"	"0.0018"	""	"1.1e+05"	"3.9e-04"	"-2.81"	C	"3.7533216"	"[5.05407748]"	"2p6.4p"	"2P*"	"3/2"	"2p6.14s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"959.5661"	"0.0019"	""	"4.28e+05"	"2.96e-03"	"-2.228"	C	"3.7526285"	"[5.04436022]"	"2p6.4p"	"2P*"	"1/2"	"2p6.12d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"960.0813"	"0.0019"	""	"7.68e+05"	"2.65e-03"	"-1.974"	C	"3.7533216"	"[5.04436022]"	"2p6.4p"	"2P*"	"3/2"	"2p6.12d"	"2D"	"5/2"		"c58,LS"	""	
""	""	"960.0813"	"0.0019"	""	"8.56e+04"	"2.96e-04"	"-2.927"	C	"3.7533216"	"[5.04436022]"	"2p6.4p"	"2P*"	"3/2"	"2p6.12d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"963.6693"	"0.0019"	""	"6.66e+04"	"4.64e-04"	"-3.033"	C	"3.7526285"	"[5.03886016]"	"2p6.4p"	"2P*"	"1/2"	"2p6.13s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"964.1889"	"0.0019"	""	"1.3e+05"	"4.6e-04"	"-2.74"	C	"3.7533216"	"[5.03886016]"	"2p6.4p"	"2P*"	"3/2"	"2p6.13s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"973.1487"	"0.0019"	""	"5.64e+05"	"4.01e-03"	"-2.096"	C	"3.7526285"	"[5.02633118]"	"2p6.4p"	"2P*"	"1/2"	"2p6.11d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"973.6785"	"0.0019"	""	"1.12e+05"	"4.00e-04"	"-2.796"	C	"3.7533216"	"[5.02633118]"	"2p6.4p"	"2P*"	"3/2"	"2p6.11d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"973.6787"	"0.0019"	""	"1.01e+06"	"3.61e-03"	"-1.841"	C	"3.7533216"	"[5.02633094]"	"2p6.4p"	"2P*"	"3/2"	"2p6.11d"	"2D"	"5/2"		"c58,LS"	""	
""	""	"978.6606"	"0.0019"	""	"8.04e+04"	"5.78e-04"	"-2.937"	C	"3.7526285"	"5.01915758"	"2p6.4p"	"2P*"	"1/2"	"2p6.12s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"979.1964"	"0.0019"	""	"1.6e+05"	"5.8e-04"	"-2.64"	C	"3.7533216"	"5.01915758"	"2p6.4p"	"2P*"	"3/2"	"2p6.12s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"987.2858"	"0.0020"	""	"1.12e+03"	"2.74e-06"	"-4.784"	C	"3.61697081"	"4.8724352"	"2p6.3d"	"2D"	"5/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	""	
""	""	"987.2907"	"0.0020"	""	"1.25e+02"	"4.57e-07"	"-5.738"	D+	"3.61697701"	"4.8724352"	"2p6.3d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"3/2"		"c30"	""	
""	""	"987.3384"	"0.0020"	""	"7.08e+02"	"2.59e-06"	"-4.985"	C	"3.61697701"	"4.8723744"	"2p6.3d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"1/2"		"c30"	""	
""	""	"991.6019"	"0.0020"	""	"7.68e+05"	"5.66e-03"	"-1.946"	C	"3.7526285"	"5.00262826"	"2p6.4p"	"2P*"	"1/2"	"2p6.10d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"992.1520"	"0.0020"	""	"1.53e+05"	"5.66e-04"	"-2.645"	C	"3.7533216"	"5.00262826"	"2p6.4p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"992.1523"	"0.0020"	""	"1.38e+06"	"5.09e-03"	"-1.691"	C	"3.7533216"	"5.00262788"	"2p6.4p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"5/2"		"c58,LS"	""	
"996.128"	"0.003"	"996.1256"	"0.0020"	"7*"	"1.02e+07"	"2.52e-02"	"-0.820"	A	"3.61697081"	"4.8612940"	"2p6.3d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"		"c30"	"L6096"	
"996.128"	"0.003"	"996.1256"	"0.0020"	"7*"	"5.07e+05"	"1.26e-03"	"-2.121"	B+	"3.61697081"	"4.8612940"	"2p6.3d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"		"c30"	"L6096"	
""	""	"996.1306"	"0.0020"	""	"7.08e+06"	"2.64e-02"	"-0.976"	B+	"3.61697701"	"4.8612940"	"2p6.3d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"		"c30"	""	
""	""	"999.2856"	"0.0020"	""	"1.1e+05"	"8.4e-04"	"-2.78"	C	"3.7526285"	"4.99301675"	"2p6.4p"	"2P*"	"1/2"	"2p6.11s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"999.8443"	"0.0020"	""	"2.22e+05"	"8.32e-04"	"-2.478"	C	"3.7533216"	"4.99301675"	"2p6.4p"	"2P*"	"3/2"	"2p6.11s"	"2S"	"1/2"		"c58,LS"	""	
""	""	"1017.707"	"0.003"	""	"1.08e+06"	"8.39e-03"	"-1.775"	C	"3.7526285"	"4.9705650"	"2p6.4p"	"2P*"	"1/2"	"2p6.9d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"1018.286"	"0.003"	""	"1.94e+06"	"7.54e-03"	"-1.521"	C	"3.7533216"	"4.9705650"	"2p6.4p"	"2P*"	"3/2"	"2p6.9d"	"2D"	"5/2"		"c58,LS"	""	
""	""	"1018.286"	"0.003"	""	"2.2e+05"	"8.4e-04"	"-2.47"	C	"3.7533216"	"4.9705650"	"2p6.4p"	"2P*"	"3/2"	"2p6.9d"	"2D"	"3/2"		"c58,LS"	""	
""	""	"1028.918"	"0.003"	""	"2.84e+05"	"2.26e-03"	"-2.345"	B	"3.7526285"	"4.9572937"	"2p6.4p"	"2P*"	"1/2"	"2p6.10s"	"2S"	"1/2"		"c30"	""	
""	""	"1029.511"	"0.003"	""	"5.66e+05"	"2.25e-03"	"-2.046"	B	"3.7533216"	"4.9572937"	"2p6.4p"	"2P*"	"3/2"	"2p6.10s"	"2S"	"1/2"		"c30"	""	
"1056.600"	"0.003"	"1056.602"	"0.003"	"1"	"1.98e+06"	"1.66e-02"	"-1.479"	B+	"3.7526285"	"4.9257310"	"2p6.4p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"		"c30"	"L6096"	
"1057.228"	"0.003"	"1057.227"	"0.003"	"3*"	"3.55e+06"	"1.49e-02"	"-1.225"	B+	"3.7533216"	"4.9257310"	"2p6.4p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"		"c30"	"L6096"	
"1057.228"	"0.003"	"1057.227"	"0.003"	"3*"	"3.95e+05"	"1.66e-03"	"-2.178"	B+	"3.7533216"	"4.9257310"	"2p6.4p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"		"c30"	"L6096"	
""	""	"1067.1607"	"0.0023"	""	"2.42e+03"	"6.88e-06"	"-4.384"	C	"3.61697081"	"4.7784663"	"2p6.3d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	""	
""	""	"1067.1664"	"0.0023"	""	"2.69e+02"	"1.15e-06"	"-5.337"	C	"3.61697701"	"4.7784663"	"2p6.3d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"		"c30"	""	
""	""	"1067.2519"	"0.0023"	""	"1.50e+03"	"6.39e-06"	"-4.592"	C	"3.61697701"	"4.7783733"	"2p6.3d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"		"c30"	""	
""	""	"1074.067"	"0.003"	""	"2.58e+05"	"2.23e-03"	"-2.351"	B	"3.7526285"	"4.9066561"	"2p6.4p"	"2P*"	"1/2"	"2p6.9s"	"2S"	"1/2"		"c30"	""	
"1074.644"	"0.003"	"1074.6449"	"0.0023"	"10"	"2.93e+06"	"2.54e-02"	"-1.294"	A	"3.1913531"	"4.3447597"	"2p6.4s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"3/2"		"c30"	"L6096"	
""	""	"1074.712"	"0.003"	""	"5.14e+05"	"2.22e-03"	"-2.052"	B	"3.7533216"	"4.9066561"	"2p6.4p"	"2P*"	"3/2"	"2p6.9s"	"2S"	"1/2"		"c30"	""	
"1074.929"	"0.003"	"1074.9303"	"0.0023"	"9"	"1.45e+06"	"1.25e-02"	"-1.602"	A	"3.1913531"	"4.3444534"	"2p6.4s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"1/2"		"c30"	"L6096"	
"1083.487"	"0.003"	"1083.4846"	"0.0024"	"8*"	"1.78e+07"	"5.24e-02"	"-0.503"	A	"3.61697081"	"4.7609672"	"2p6.3d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"		"c30"	"L6096"	
"1083.487"	"0.003"	"1083.4846"	"0.0024"	"8*"	"8.94e+05"	"2.62e-03"	"-1.804"	A	"3.61697081"	"4.7609672"	"2p6.3d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"		"c30"	"L6096"	
""	""	"1083.4905"	"0.0024"	""	"1.25e+07"	"5.50e-02"	"-0.658"	A	"3.61697701"	"4.7609672"	"2p6.3d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"		"c30"	""	
"1119.019"	"0.003"	"1119.021"	"0.004"	"1"	"2.52e+06"	"2.36e-02"	"-1.326"	B+	"3.7526285"	"4.8602959"	"2p6.4p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"		"c30"	"L6096"	
"1119.721"	"0.003"	"1119.721"	"0.004"	"2*"	"4.51e+06"	"2.12e-02"	"-1.072"	B+	"3.7533216"	"4.8602959"	"2p6.4p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"		"c30"	"L6096"	
"1119.721"	"0.003"	"1119.721"	"0.004"	"2*"	"5.00e+05"	"2.36e-03"	"-2.025"	B+	"3.7533216"	"4.8602959"	"2p6.4p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"		"c30"	"L6096"	
