obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""33.097""","=""0.002""","=""33.0970""","=""0.0020""","=""10a""","=""""","=""""","=""""",,"=""0.00000""","=""302142""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""2P*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.1152""","=""0.0008""","=""33.1152""","=""0.0008""","=""61a""","=""""","=""""","=""""",,"=""0.00000""","=""301976""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4d""","=""2P*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.1578""","=""0.0008""","=""33.1578""","=""0.0008""","=""7a""","=""""","=""""","=""""",,"=""0.00000""","=""301588""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4d""","=""2P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.1690""","=""0.0014""","=""33.1690""","=""0.0014""","=""21a""","=""""","=""""","=""""",,"=""0.00000""","=""301486""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""4P*?""","=""1/2""",,"=""""","=""L2018,L12868c74""",
"=""33.1760""","=""0.0008""","=""33.1760""","=""0.0008""","=""11a""","=""""","=""""","=""""",,"=""0.00000""","=""301423""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""4P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.2472""","=""0.0008""","=""33.2472""","=""0.0008""","=""54a""","=""""","=""""","=""""",,"=""0.00000""","=""300777""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.2645""","=""0.0008""","=""33.2645""","=""0.0008""","=""77a""","=""""","=""""","=""""",,"=""0.00000""","=""300621""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).5s""","=""2P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.3289""","=""0.0008""","=""33.3289""","=""0.0008""","=""7a""","=""""","=""""","=""""",,"=""0.00000""","=""300040""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""4F*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.4464""","=""0.0014""","=""33.4464""","=""0.0016""","=""99a""","=""""","=""""","=""""",,"=""0.00000""","=""298986""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""33.5177""","=""0.0008""","=""33.5177""","=""0.0008""","=""19a""","=""""","=""""","=""""",,"=""0.00000""","=""298350""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.5742""","=""0.0008""","=""33.5742""","=""0.0008""","=""386a""","=""""","=""""","=""""",,"=""0.00000""","=""297848""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.5881""","=""0.0008""","=""33.5882""","=""0.0008""","=""39a""","=""""","=""""","=""""",,"=""0.00000""","=""297724""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.5971""","=""0.0008""","=""33.5971""","=""0.0008""","=""446a""","=""""","=""""","=""""",,"=""0.00000""","=""297645""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.6616""","=""0.0008""","=""33.6616""","=""0.0008""","=""20a""","=""""","=""""","=""""",,"=""0.00000""","=""297074""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""4P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.8124""","=""0.0014""","=""33.8125""","=""0.0016""","=""14a""","=""""","=""""","=""""",,"=""0.00000""","=""295749""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""33.8380""","=""0.0008""","=""33.8380""","=""0.0008""","=""23a""","=""""","=""""","=""""",,"=""0.00000""","=""295526""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.8646""","=""0.0008""","=""33.8646""","=""0.0008""","=""39a""","=""""","=""""","=""""",,"=""0.00000""","=""295294""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.0679""","=""0.0008""","=""34.0683""","=""0.0005""","=""11a""","=""""","=""""","=""""",,"=""0.00000""","=""293528""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4F*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.1157""","=""0.0016""","=""34.1142""","=""0.0003""","=""9a""","=""""","=""""","=""""",,"=""0.00000""","=""293133.1""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""1/2""",,"=""""","=""L12868c74""",
"=""34.1290""","=""0.0014""","=""34.1285""","=""0.0003""","=""9a""","=""""","=""""","=""""",,"=""0.00000""","=""293010.3""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""34.236""","=""0.002""","=""34.2360""","=""0.0020""","=""291a""","=""""","=""""","=""""",,"=""0.00000""","=""292090""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.3194""","=""0.0008""","=""34.3194""","=""0.0008""","=""154a""","=""""","=""""","=""""",,"=""0.00000""","=""291380""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4s""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.3895""","=""0.0008""","=""34.3896""","=""0.0008""","=""395a""","=""""","=""""","=""""",,"=""0.00000""","=""290786""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.4247""","=""0.0008""","=""34.4247""","=""0.0008""","=""34a""","=""""","=""""","=""""",,"=""0.00000""","=""290489""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.4550""","=""0.0008""","=""34.4550""","=""0.0008""","=""534a""","=""""","=""""","=""""",,"=""0.00000""","=""290234""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.645""","=""0.002""","=""34.6450""","=""0.0020""","=""27a""","=""""","=""""","=""""",,"=""0.00000""","=""288642""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""2P*""","=""1/2""",,"=""""","=""L12868c74""",
"=""34.6678""","=""0.0008""","=""34.6678""","=""0.0008""","=""323a""","=""""","=""""","=""""",,"=""0.00000""","=""288452""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.7983""","=""0.0008""","=""34.7978""","=""0.0004""","=""13a""","=""""","=""""","=""""",,"=""0.00000""","=""287374.8""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.8624""","=""0.0008""","=""34.8615""","=""0.0004""","=""13a""","=""""","=""""","=""""",,"=""0.00000""","=""286849.5""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""35.694""","=""0.002""","=""35.6955""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""297121""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""35.694""","=""0.002""","=""35.6933""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""297121""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""35.703""","=""0.002""","=""35.7048""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""297048""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.703""","=""0.002""","=""35.7026""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""297048""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.735""","=""0.002""","=""35.7354""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""296808""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""35.735""","=""0.002""","=""35.7332""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""296808""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""35.759""","=""0.002""","=""35.7597""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""296618""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""35.759""","=""0.002""","=""35.7575""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""296618""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""35.765""","=""0.002""","=""35.7650""","=""0.0019""","=""a""","=""""","=""""","=""""",,"=""16973.36619""","=""296576""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""35.959""","=""0.002""","=""35.9608""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""295054""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(3P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.959""","=""0.002""","=""35.9586""","=""0.0019""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""295054""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(3P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.514""","=""0.01""","=""37.5127""","=""0.0020""","=""895*""","=""""","=""""","=""""",,"=""29172.887""","=""295749""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L6592""",
"=""37.514""","=""0.010""","=""37.514""","=""0.013""","=""895*""","=""""","=""""","=""""",,"=""29172.837""","=""295740""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L6592""",
"=""37.514""","=""0.010""","=""37.514""","=""0.013""","=""895*""","=""""","=""""","=""""",,"=""29172.887""","=""295740""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L6592""",
"=""37.683""","=""0.002""","=""37.6824""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""282332""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""37.683""","=""0.002""","=""37.6848""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""282332""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""37.721""","=""0.002""","=""37.7188""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""282076""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.721""","=""0.002""","=""37.7212""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""282076""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.870""","=""0.002""","=""37.8698""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""281019""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""37.870""","=""0.002""","=""37.8722""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""281019""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""37.905""","=""0.002""","=""37.9044""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""280778""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""37.905""","=""0.002""","=""37.9068""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""280778""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""37.933""","=""0.002""","=""37.9330""","=""0.0020""","=""a""","=""""","=""""","=""""",,"=""16973.36619""","=""280596""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""39.021""","=""0.002""","=""39.0198""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""273236""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""39.021""","=""0.002""","=""39.0225""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""273236""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""39.384""","=""0.002""","=""39.3824""","=""0.0020""","=""113*""","=""""","=""""","=""""",,"=""16956.17025""","=""270877""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",,"=""""","=""L4596,L6592""",
"=""39.384""","=""0.002""","=""39.3850""","=""0.0020""","=""113*""","=""""","=""""","=""""",,"=""16973.36619""","=""270877""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",,"=""""","=""L4596,L6592""",
"=""39.429""","=""0.002""","=""39.4282""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""270582""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""39.429""","=""0.002""","=""39.4308""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""270582""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""39.491""","=""0.002""","=""39.4909""","=""0.0020""","=""a""","=""""","=""""","=""""",,"=""16973.36619""","=""270196""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""39.562""","=""0.002""","=""39.5617""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""269726""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""39.562""","=""0.002""","=""39.5644""","=""0.0020""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""269726""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""39.688""","=""0.002""","=""39.6918""","=""0.0005""","=""a*""","=""""","=""""","=""""",,"=""16956.17025""","=""268897.4""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",,"=""""","=""L4596""",
"=""39.688""","=""0.002""","=""39.6945""","=""0.0005""","=""a*""","=""""","=""""","=""""",,"=""16973.36619""","=""268897.4""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",,"=""""","=""L4596""",
"=""39.752""","=""0.002""","=""39.7550""","=""0.0005""","=""282""","=""""","=""""","=""""",,"=""16973.36619""","=""268513.9""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""",,"=""""","=""L4596,L6592""",
"=""39.898""","=""0.010""","=""39.9011""","=""0.0005""","=""338*""","=""""","=""""","=""""",,"=""16956.17025""","=""267576.0""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",,"=""""","=""L6592""",
"=""39.898""","=""0.010""","=""39.9038""","=""0.0005""","=""338*""","=""""","=""""","=""""",,"=""16973.36619""","=""267576.0""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",,"=""""","=""L6592""",
"=""39.942""","=""0.010""","=""39.9479""","=""0.0005""","=""152*""","=""""","=""""","=""""",,"=""16956.17025""","=""267282.3""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",,"=""""","=""L6592""",
"=""39.942""","=""0.010""","=""39.9506""","=""0.0005""","=""152*""","=""""","=""""","=""""",,"=""16973.36619""","=""267282.3""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",,"=""""","=""L6592""",
"=""40.014""","=""0.010""","=""40.0063""","=""0.0005""","=""64""","=""""","=""""","=""""",,"=""16973.36619""","=""266933.9""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""",,"=""""","=""L6592""",
"=""40.082""","=""0.002""","=""40.0819""","=""0.0019""","=""513a""","=""""","=""""","=""""",,"=""0.00000""","=""249489""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""1/2""",,"=""""","=""L12868c78""",
"=""40.2949""","=""0.0008""","=""40.2950""","=""0.0008""","=""477a""","=""""","=""""","=""""",,"=""0.00000""","=""248170""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""3/2""",,"=""""","=""L12868c78""",
"=""40.526""","=""0.010""","=""40.5204""","=""0.0007""","=""190*""","=""""","=""""","=""""",,"=""16956.17025""","=""263745.3""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",,"=""""","=""L6592""",
"=""40.526""","=""0.010""","=""40.5232""","=""0.0007""","=""190*""","=""""","=""""","=""""",,"=""16973.36619""","=""263745.3""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",,"=""""","=""L6592""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""243.376496""","=""0.000012""","=""""","=""1.55e+04""","=""6.88e-06""","=""-4.862""",C+',"=""0.00000""","=""[41076.141]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.18p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.376703""","=""0.000012""","=""""","=""7.74e+03""","=""3.44e-06""","=""-5.163""",C+',"=""0.00000""","=""[41076.106]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.18p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.659344""","=""0.000012""","=""""","=""1.86e+04""","=""8.26e-06""","=""-4.782""",C+',"=""0.00000""","=""[41028.462]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.17p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.659599""","=""0.000012""","=""""","=""9.28e+03""","=""4.13e-06""","=""-5.083""",C+',"=""0.00000""","=""[41028.419]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.17p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.000936""","=""0.000012""","=""""","=""2.2e+04""","=""1.0e-05""","=""-4.70""",C+',"=""0.00000""","=""[40971.028]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.16p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.001245""","=""0.000012""","=""""","=""1.1e+04""","=""5.0e-06""","=""-5.00""",C+',"=""0.00000""","=""[40970.976]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.16p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.418818""","=""0.000012""","=""""","=""2.7e+04""","=""1.2e-05""","=""-4.61""",C+',"=""0.00000""","=""[40900.985]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.15p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.419195""","=""0.000012""","=""""","=""1.4e+04""","=""6.1e-06""","=""-4.91""",C+',"=""0.00000""","=""[40900.922]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.15p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.937663""","=""0.000012""","=""""","=""3.4e+04""","=""1.5e-05""","=""-4.51""",C+',"=""0.00000""","=""[40814.352]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.938137""","=""0.000012""","=""""","=""1.7e+04""","=""7.7e-06""","=""-4.81""",C+',"=""0.00000""","=""[40814.273]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""245.593045""","=""0.000012""","=""""","=""4.48e+04""","=""2.03e-05""","=""-4.392""",C+',"=""0.00000""","=""[40705.444]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.13p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""245.593648""","=""0.000012""","=""""","=""2.24e+04""","=""1.01e-05""","=""-4.693""",C+',"=""0.00000""","=""[40705.344]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.13p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""246.437851""","=""0.000012""","=""""","=""5.76e+04""","=""2.62e-05""","=""-4.280""",C+',"=""0.00000""","=""[40565.913]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.12p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""246.438640""","=""0.000012""","=""""","=""2.88e+04""","=""1.31e-05""","=""-4.581""",C+',"=""0.00000""","=""[40565.783]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.12p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""247.553565""","=""0.000012""","=""""","=""7.76e+04""","=""3.57e-05""","=""-4.147""",C+',"=""0.00000""","=""40383.097""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.11p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""247.554619""","=""0.000012""","=""""","=""3.88e+04""","=""1.78e-05""","=""-4.448""",C+',"=""0.00000""","=""40382.925""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.11p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""249.071261""","=""0.000013""","=""""","=""7.56e+04""","=""3.52e-05""","=""-4.152""",D+,"=""0.00000""","=""40137.043""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""3/2""",,"=""T76n""","=""""",
"=""""","=""""","=""249.072707""","=""0.000013""","=""""","=""3.78e+04""","=""1.76e-05""","=""-4.453""",D+,"=""0.00000""","=""40136.810""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""1/2""",,"=""T76n""","=""""",
"=""""","=""""","=""251.213407""","=""0.000013""","=""""","=""1.28e+05""","=""6.05e-05""","=""-3.917""",D+,"=""0.00000""","=""[39794.810]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30,T76n""","=""""",
"=""""","=""""","=""251.215497""","=""0.000013""","=""""","=""6.20e+04""","=""2.93e-05""","=""-4.232""",C,"=""0.00000""","=""[39794.479]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30,T76n""","=""""",
"=""254.382""","=""0.0004""","=""254.38405""","=""0.00013""","=""""","=""1.78e+05""","=""8.65e-05""","=""-3.762""",C+,"=""0.00000""","=""39298.84""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30,T76n""","=""L15055,L6096""",
"=""254.388""","=""0.0004""","=""254.38722""","=""0.00013""","=""""","=""8.70e+04""","=""4.22e-05""","=""-4.074""",C+,"=""0.00000""","=""39298.35""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30,T76n""","=""L15055,L6096""",
"=""259.383""","=""0.0004""","=""259.38685""","=""0.00013""","=""""","=""3.25e+05""","=""1.64e-04""","=""-3.484""",B,"=""0.00000""","=""38540.93""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30,T76n""","=""L15055,L6096""",
"=""259.393""","=""0.0004""","=""259.39190""","=""0.00013""","=""""","=""1.59e+05""","=""8.03e-05""","=""-3.794""",C+,"=""0.00000""","=""38540.18""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30,T76n""","=""L15055,L6096""",
