obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2338.552""","=""0.003""","=""2338.553""","=""0.011""","=""(40)""","=""4.21e+07""","=""8.62e-01""","=""0.538""",A+,"=""30272.58""","=""34548.729""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.4d""","=""2D""","=""5/2""",,"=""c30""","=""L4740c73""",
"=""""","=""""","=""2403.528""","=""0.016""","=""""","=""1.46e+06""","=""6.32e-02""","=""-0.898""",A,"=""35040.38""","=""39200.93""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2404.956""","=""0.016""","=""""","=""2.91e+05""","=""6.31e-03""","=""-1.598""",B+,"=""35042.85""","=""39200.93""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2404.956""","=""0.016""","=""""","=""2.62e+06""","=""5.68e-02""","=""-0.644""",A,"=""35042.85""","=""39200.93""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""2440.848""","=""0.012""","=""""","=""9.20e+05""","=""4.11e-02""","=""-1.085""",A,"=""33200.673""","=""37297.61""","=""2p6.5s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2441.617""","=""0.012""","=""""","=""4.56e+05""","=""2.04e-02""","=""-1.389""",A,"=""33200.673""","=""37296.32""","=""2p6.5s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""2504.884""","=""0.013""","=""""","=""1.20e+04""","=""1.88e-04""","=""-2.948""",B,"=""34548.729""","=""38540.93""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2504.906""","=""0.013""","=""""","=""1.34e+03""","=""3.14e-05""","=""-3.901""",C+,"=""34548.764""","=""38540.93""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2505.377""","=""0.013""","=""""","=""7.04e+03""","=""1.65e-04""","=""-3.180""",B,"=""34548.764""","=""38540.18""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""2545.741""","=""0.018""","=""""","=""2.06e+05""","=""1.01e-02""","=""-1.695""",B+,"=""35040.38""","=""38968.51""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""2547.342""","=""0.018""","=""""","=""4.12e+05""","=""1.00e-02""","=""-1.398""",B+,"=""35042.85""","=""38968.51""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""2596.687""","=""0.014""","=""""","=""5.24e+05""","=""8.84e-03""","=""-1.275""",A,"=""34548.729""","=""38399.79""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""2596.687""","=""0.014""","=""""","=""1.05e+07""","=""1.77e-01""","=""0.026""",A,"=""34548.729""","=""38399.79""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""7/2""",,"=""c30""","=""""",
"=""""","=""""","=""2596.711""","=""0.014""","=""""","=""7.32e+06""","=""1.86e-01""","=""-0.128""",A,"=""34548.764""","=""38399.79""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.6f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""2631.338""","=""0.014""","=""""","=""9.84e+04""","=""1.70e-03""","=""-1.991""",A,"=""34586.92""","=""38387.268""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2631.347""","=""0.014""","=""""","=""7.02e+03""","=""1.21e-04""","=""-3.139""",B+,"=""34586.92""","=""38387.255""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""2631.347""","=""0.014""","=""""","=""1.40e+05""","=""1.82e-03""","=""-1.837""",A,"=""34586.92""","=""38387.255""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""2922.1037""","=""0.0024""","=""""","=""1.05e+05""","=""6.72e-03""","=""-1.872""",B+,"=""36372.618""","=""[39794.810]""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2922.3864""","=""0.0024""","=""""","=""5.18e+04""","=""3.31e-03""","=""-2.179""",B,"=""36372.618""","=""[39794.479]""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""2987.850""","=""0.018""","=""""","=""2.58e+06""","=""1.73e-01""","=""-0.461""",A,"=""35040.38""","=""38387.268""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2990.057""","=""0.018""","=""""","=""5.16e+05""","=""1.73e-02""","=""-1.160""",A,"=""35042.85""","=""38387.268""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""2990.068""","=""0.018""","=""""","=""4.64e+06""","=""1.56e-01""","=""-0.205""",A,"=""35042.85""","=""38387.255""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3016.583""","=""0.003""","=""""","=""5.36e+04""","=""1.22e-03""","=""-2.135""",E,"=""37036.752""","=""[40351.761]""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3016.583""","=""0.003""","=""""","=""1.08e+06""","=""2.45e-02""","=""-0.833""",D,"=""37036.752""","=""[40351.761]""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""7/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3016.601""","=""0.003""","=""""","=""7.56e+05""","=""2.57e-02""","=""-0.988""",E,"=""37036.772""","=""[40351.761]""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3270.712""","=""0.022""","=""""","=""7.62e+04""","=""2.03e-03""","=""-1.914""",E,"=""37036.752""","=""40094.19""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3270.712""","=""0.022""","=""""","=""1.51e+06""","=""4.05e-02""","=""-0.614""",D,"=""37036.752""","=""40094.19""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""7/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3270.734""","=""0.022""","=""""","=""1.06e+06""","=""4.25e-02""","=""-0.770""",D,"=""37036.772""","=""40094.19""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3365.120""","=""0.023""","=""""","=""3.78e+05""","=""3.21e-02""","=""-1.192""",A,"=""35040.38""","=""38012.042""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3367.920""","=""0.023""","=""""","=""7.54e+05""","=""3.20e-02""","=""-0.893""",A,"=""35042.85""","=""38012.042""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3408.685""","=""0.023""","=""""","=""3.60e+06""","=""3.14e-01""","=""-0.202""",A+,"=""30266.99""","=""33200.673""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3415.192""","=""0.023""","=""""","=""7.20e+06""","=""3.14e-01""","=""0.099""",A+,"=""30272.58""","=""33200.673""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3417.376""","=""0.023""","=""""","=""1.53e+05""","=""1.34e-02""","=""-1.572""",B+,"=""36372.618""","=""39298.84""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3417.948""","=""0.023""","=""""","=""7.56e+04""","=""6.62e-03""","=""-1.878""",B+,"=""36372.618""","=""39298.35""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3579.11""","=""0.04""","=""""","=""3.81e+05""","=""3.66e-02""","=""-1.135""",E,"=""37296.32""","=""40090.31""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.9d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3580.76""","=""0.04""","=""""","=""7.60e+04""","=""3.66e-03""","=""-1.834""",E,"=""37297.61""","=""40090.31""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3580.76""","=""0.04""","=""""","=""6.84e+05""","=""3.29e-02""","=""-0.881""",D,"=""37297.61""","=""40090.31""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""3625.740""","=""0.004""","=""""","=""8.28e+03""","=""2.72e-04""","=""-2.787""",B,"=""37036.752""","=""[39794.810]""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3625.766""","=""0.004""","=""""","=""9.20e+02""","=""4.52e-05""","=""-3.743""",C+,"=""37036.772""","=""[39794.810]""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3626.201""","=""0.004""","=""""","=""4.78e+03""","=""2.35e-04""","=""-3.027""",B,"=""37036.772""","=""[39794.479]""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3637.84""","=""0.03""","=""""","=""2.32e+04""","=""7.66e-04""","=""-2.338""",B+,"=""34548.729""","=""37297.61""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.6p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3637.89""","=""0.03""","=""""","=""2.57e+03""","=""1.28e-04""","=""-3.291""",B+,"=""34548.764""","=""37297.61""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.6p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3639.60""","=""0.03""","=""""","=""1.36e+04""","=""6.73e-04""","=""-2.570""",B+,"=""34548.764""","=""37296.32""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.6p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3707.26""","=""0.03""","=""""","=""2.63e+06""","=""9.05e-02""","=""-0.265""",A,"=""37036.752""","=""39734.16""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""7/2""",,"=""c30""","=""""",
"=""""","=""""","=""3707.26""","=""0.03""","=""""","=""1.32e+05""","=""4.52e-03""","=""-1.567""",B+,"=""37036.752""","=""39734.16""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3707.29""","=""0.03""","=""""","=""1.84e+06""","=""9.50e-02""","=""-0.420""",A,"=""37036.772""","=""39734.16""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.8f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3721.69""","=""0.04""","=""""","=""8.54e+04""","=""8.86e-03""","=""-1.752""",B+,"=""37296.32""","=""39983.27""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3723.48""","=""0.04""","=""""","=""1.70e+05""","=""8.82e-03""","=""-1.452""",B+,"=""37297.61""","=""39983.27""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""3743.85""","=""0.04""","=""""","=""4.25e+03""","=""1.49e-04""","=""-3.049""",B,"=""37057.65""","=""39728.70""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3743.85""","=""0.04""","=""""","=""5.96e+04""","=""2.09e-03""","=""-1.902""",B+,"=""37057.65""","=""39728.70""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""3743.85""","=""0.04""","=""""","=""8.52e+04""","=""2.24e-03""","=""-1.747""",B+,"=""37057.65""","=""39728.70""","=""2p6.5f""","=""2F*""","=""7/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3985.78""","=""0.03""","=""""","=""1.04e+06""","=""4.12e-02""","=""-0.607""",A,"=""34548.729""","=""37057.65""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""3985.78""","=""0.03""","=""""","=""2.07e+07""","=""8.23e-01""","=""0.694""",A+,"=""34548.729""","=""37057.65""","=""2p6.4d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""7/2""",,"=""c30""","=""""",
"=""""","=""""","=""3985.83""","=""0.03""","=""""","=""1.45e+07""","=""8.65e-01""","=""0.539""",A+,"=""34548.764""","=""37057.65""","=""2p6.4d""","=""2D""","=""3/2""","=""2p6.5f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""4044.291""","=""0.016""","=""4044.29""","=""0.11""","=""*""","=""""","=""""","=""""",,"=""34586.92""","=""37059.54""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.5g""","=""2G""","=""7/2,9/2""",,"=""""","=""L873""",
"=""4044.291""","=""0.016""","=""4044.29""","=""0.11""","=""*""","=""""","=""""","=""""",,"=""34586.92""","=""37059.54""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.5g""","=""2G""","=""7/2,9/2""",,"=""""","=""L873""",
"=""""","=""""","=""4081.88""","=""0.03""","=""""","=""2.30e+05""","=""9.58e-03""","=""-1.240""",A,"=""34586.92""","=""37036.772""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4081.91""","=""0.03""","=""""","=""3.29e+05""","=""1.03e-02""","=""-1.084""",A,"=""34586.92""","=""37036.752""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4081.91""","=""0.03""","=""""","=""1.64e+04""","=""6.84e-04""","=""-2.387""",B+,"=""34586.92""","=""37036.752""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4111.20""","=""0.05""","=""""","=""7.00e+05""","=""8.88e-02""","=""-0.751""",A,"=""37296.32""","=""39728.70""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4113.38""","=""0.05""","=""""","=""1.40e+05""","=""8.87e-03""","=""-1.450""",A,"=""37297.61""","=""39728.70""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4113.38""","=""0.05""","=""""","=""1.26e+06""","=""7.98e-02""","=""-0.496""",A,"=""37297.61""","=""39728.70""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4388.79""","=""0.05""","=""""","=""9.60e+04""","=""1.39e-02""","=""-1.556""",B+,"=""37296.32""","=""39574.85""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""4391.28""","=""0.05""","=""""","=""1.91e+05""","=""1.38e-02""","=""-1.258""",B+,"=""37297.61""","=""39574.85""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""4420.69""","=""0.04""","=""""","=""1.10e+04""","=""5.37e-04""","=""-2.492""",B+,"=""37036.752""","=""39298.84""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4420.73""","=""0.04""","=""""","=""1.22e+03""","=""8.95e-05""","=""-3.446""",B,"=""37036.772""","=""39298.84""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4421.69""","=""0.04""","=""""","=""6.34e+03""","=""4.65e-04""","=""-2.730""",B+,"=""37036.772""","=""39298.35""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""4603.57""","=""0.04""","=""""","=""3.50e+06""","=""1.86e-01""","=""0.048""",A,"=""37036.752""","=""39208.98""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""7/2""",,"=""c30""","=""""",
"=""""","=""""","=""4603.57""","=""0.04""","=""""","=""1.75e+05""","=""9.29e-03""","=""-1.254""",A,"=""37036.752""","=""39208.98""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4603.61""","=""0.04""","=""""","=""2.45e+06""","=""1.95e-01""","=""-0.108""",A,"=""37036.772""","=""39208.98""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.7f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4611.88""","=""0.04""","=""""","=""3.53e+05""","=""5.63e-02""","=""-0.948""",A,"=""36372.618""","=""38540.93""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4613.48""","=""0.04""","=""""","=""1.75e+05""","=""2.79e-02""","=""-1.253""",A,"=""36372.618""","=""38540.18""","=""2p6.6s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""4665.75""","=""0.06""","=""""","=""6.24e+03""","=""3.40e-04""","=""-2.690""",B+,"=""37057.65""","=""39200.93""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""4665.75""","=""0.06""","=""""","=""8.76e+04""","=""4.77e-03""","=""-1.543""",A,"=""37057.65""","=""39200.93""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""4665.75""","=""0.06""","=""""","=""1.25e+05""","=""5.11e-03""","=""-1.388""",A,"=""37057.65""","=""39200.93""","=""2p6.5f""","=""2F*""","=""7/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""5009.04""","=""0.05""","=""""","=""5.64e+06""","=""1.06e+00""","=""0.326""",A+,"=""35040.38""","=""37036.772""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5015.24""","=""0.05""","=""""","=""1.13e+06""","=""1.07e-01""","=""-0.369""",A+,"=""35042.85""","=""37036.772""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5015.29""","=""0.05""","=""""","=""1.01e+07""","=""9.58e-01""","=""0.583""",A+,"=""35042.85""","=""37036.752""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""5090.338""","=""0.007""","=""""","=""3.38e+04""","=""2.19e-03""","=""-1.881""",E,"=""38387.255""","=""[40351.761]""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5090.338""","=""0.007""","=""""","=""6.75e+05""","=""4.37e-02""","=""-0.581""",D+,"=""38387.255""","=""[40351.761]""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""7/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5090.372""","=""0.007""","=""""","=""4.73e+05""","=""4.59e-02""","=""-0.736""",D,"=""38387.268""","=""[40351.761]""","=""2p6.6d""","=""2D""","=""3/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5250.42""","=""0.08""","=""""","=""9.72e+05""","=""2.01e-01""","=""-0.396""",A,"=""37296.32""","=""39200.93""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5253.98""","=""0.08""","=""""","=""1.94e+05""","=""2.01e-02""","=""-1.095""",A,"=""37297.61""","=""39200.93""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5253.98""","=""0.08""","=""""","=""1.75e+06""","=""1.81e-01""","=""-0.140""",A,"=""37297.61""","=""39200.93""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""5428.36""","=""0.06""","=""""","=""5.72e+06""","=""1.26e+00""","=""0.401""",A+,"=""33200.673""","=""35042.85""","=""2p6.5s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5435.65""","=""0.06""","=""""","=""2.84e+06""","=""6.31e-01""","=""0.101""",A+,"=""33200.673""","=""35040.38""","=""2p6.5s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""5609.255""","=""0.009""","=""""","=""8.68e+04""","=""2.04e-02""","=""-1.389""",B,"=""38012.042""","=""[39794.810]""","=""2p6.7s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""5610.296""","=""0.009""","=""""","=""4.28e+04""","=""1.01e-02""","=""-1.695""",B,"=""38012.042""","=""[39794.479]""","=""2p6.7s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""5858.45""","=""0.07""","=""""","=""4.73e+04""","=""4.06e-03""","=""-1.613""",E,"=""38387.255""","=""40094.19""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5858.45""","=""0.07""","=""""","=""9.44e+05""","=""8.12e-02""","=""-0.312""",D+,"=""38387.255""","=""40094.19""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""7/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5858.50""","=""0.07""","=""""","=""6.66e+05""","=""8.53e-02""","=""-0.467""",D+,"=""38387.268""","=""40094.19""","=""2p6.6d""","=""2D""","=""3/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""5980.18""","=""0.10""","=""""","=""1.50e+05""","=""4.03e-02""","=""-1.094""",A,"=""37296.32""","=""38968.51""","=""2p6.6p""","=""2P*""","=""1/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""5984.80""","=""0.10""","=""""","=""3.00e+05""","=""4.02e-02""","=""-0.794""",A,"=""37297.61""","=""38968.51""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""6648.15""","=""0.09""","=""""","=""1.73e+04""","=""1.91e-03""","=""-1.941""",B+,"=""37036.752""","=""38540.93""","=""2p6.5d""","=""2D""","=""5/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""6648.24""","=""0.09""","=""""","=""1.92e+03""","=""3.19e-04""","=""-2.894""",B+,"=""37036.772""","=""38540.93""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""6651.55""","=""0.09""","=""""","=""1.00e+04""","=""1.66e-03""","=""-2.178""",B+,"=""37036.772""","=""38540.18""","=""2p6.5d""","=""2D""","=""3/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""6929.57""","=""0.14""","=""""","=""5.06e+04""","=""1.82e-02""","=""-1.439""",B+,"=""38540.18""","=""39983.27""","=""2p6.7p""","=""2P*""","=""1/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""6933.18""","=""0.14""","=""""","=""1.01e+05""","=""1.81e-02""","=""-1.140""",B+,"=""38540.93""","=""39983.27""","=""2p6.7p""","=""2P*""","=""3/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""7104.518""","=""0.014""","=""""","=""9.80e+03""","=""1.24e-03""","=""-2.128""",B+,"=""38387.255""","=""[39794.810]""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""7104.584""","=""0.014""","=""""","=""1.09e+03""","=""2.06e-04""","=""-3.084""",B,"=""38387.268""","=""[39794.810]""","=""2p6.6d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""7106.255""","=""0.014""","=""""","=""5.62e+03""","=""1.06e-03""","=""-2.373""",B+,"=""38387.268""","=""[39794.479]""","=""2p6.6d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
