obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""300.50613""","=""0.0003""","=""300.505869""","=""0.000014""","=""260q""","=""6.4e+08""","=""9.7e-02""","=""-0.06""",C,"=""1.03000806""","=""5.15465532""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""301.37120""","=""0.00002""","=""301.371163""","=""0.000008""","=""260""","=""4.2e+08""","=""1.9e-01""","=""-0.25""",C,"=""0.96841324""","=""5.08121834""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""301.5197""","=""0.002""","=""301.51968""","=""0.00009""","=""50r""","=""4.89e+08""","=""6.67e-01""","=""-0.176""",B,"=""0.96097009""","=""5.0717494""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""1""",,"=""T4624""","=""L808""",
"=""302.06675""","=""0.0002""","=""302.06664""","=""0.00008""","=""180""","=""4.5e+08""","=""2.1e-01""","=""-0.21""",D,"=""0.96841324""","=""5.0717494""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""1""",,"=""T3196""","=""L14866""",
"=""302.1559""","=""0.00010""","=""302.15582""","=""0.00005""","=""23.6""","=""3.20e+09""","=""4.87e-01""","=""0.642""",B,"=""1.03000806""","=""5.1321332""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""5""",,"=""T4624""","=""L13897c151""",
"=""302.4350""","=""0.0005""","=""302.434830""","=""0.000008""","=""8.9""","=""6.35e+08""","=""1.74e-01""","=""-0.060""",B,"=""0.98287742""","=""5.08121834""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""2""",,"=""T4624""","=""L13897c151""",
"=""302.91610""","=""0.00002""","=""302.916096""","=""0.000007""","=""130""","=""1.1e+08""","=""3.1e-02""","=""-0.80""",E,"=""0.98287742""","=""5.07470726""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""303.0245""","=""0.0007""","=""303.02444""","=""0.00005""","=""5.9""","=""7.7e+08""","=""1.5e-01""","=""0.03""",C,"=""1.00367492""","=""5.0940418""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""3""",,"=""T3196""","=""L13897c151""",
"=""303.13515""","=""0.00002""","=""303.13523""","=""0.00009""","=""90""","=""9.3e+07""","=""2.6e-02""","=""-0.89""",E,"=""0.98287742""","=""5.0717494""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""1""",,"=""T3196""","=""L14866""",
"=""303.41875""","=""0.00002""","=""303.418749""","=""0.000005""","=""200""","=""2.4e+08""","=""4.8e-02""","=""-0.47""",D,"=""1.00367492""","=""5.08872640""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""303.70447""","=""0.00002""","=""303.704458""","=""0.000012""","=""300""","=""4.9e+08""","=""7.5e-02""","=""-0.17""",C,"=""1.03000806""","=""5.11121670""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""304.08404""","=""0.00002""","=""304.084074""","=""0.000008""","=""210""","=""3.7e+08""","=""7.3e-02""","=""-0.29""",D,"=""1.00367492""","=""5.07978882""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""305.38779""","=""0.0003""","=""305.387423""","=""0.000006""","=""200q""","=""5.58e+08""","=""8.67e-02""","=""-0.108""",B,"=""1.03000806""","=""5.08872640""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""3""",,"=""T4624""","=""L14866""",
"=""314.84483""","=""0.00004""","=""314.84487""","=""0.00003""","=""20""","=""6.2e+08""","=""1.0e-01""","=""-0.04""",B,"=""2.96741996""","=""6.9042255""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",,"=""T4913""","=""L14866""",
"=""315.51534""","=""0.00004""","=""315.515386""","=""0.000021""","=""22""","=""7.4e+08""","=""1.0e-01""","=""0.04""",B,"=""2.98256889""","=""6.9110084""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",,"=""T4913""","=""L14866""",
"=""316.0617""","=""0.0010""","=""316.06112""","=""0.00003""","=""8""","=""3.0e+07""","=""4.0e-03""","=""-1.35""",D,"=""2.98256889""","=""6.9042255""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",,"=""T4913""","=""L808""",
"=""316.37590""","=""0.00003""","=""316.375954""","=""0.000020""","=""25""","=""9.0e+08""","=""1.0e-01""","=""0.13""",B,"=""3.00044215""","=""6.9181964""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""7""",,"=""T4913""","=""L14866""",
"=""316.9578""","=""0.0010""","=""316.957504""","=""0.000020""","=""8""","=""2.9e+07""","=""3.3e-03""","=""-1.37""",E,"=""3.00044215""","=""6.9110084""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",,"=""T4913""","=""L808""",
"=""323.77223""","=""0.00009""","=""323.77226""","=""0.00005""","=""5""","=""1.2e+09""","=""2.0e-01""","=""0.26""",D,"=""2.96741996""","=""6.7956796""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d5.(4G).5p""","=""v 3H*""","=""4""",,"=""T1336""","=""L14866""",
"=""323.8088""","=""0.0010""","=""323.8077""","=""0.0003""","=""20""","=""2.2e+08""","=""3.1e-02""","=""-0.46""",D,"=""2.98256889""","=""6.810410""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d5.(4G).5p""","=""v 3H*""","=""5""",,"=""T1336""","=""L808""",
"=""335.19632""","=""0.00003""","=""335.196317""","=""0.000014""","=""24""","=""8.4e+05""","=""2.0e-04""","=""-2.85""",B,"=""0.00000000""","=""3.69779039""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""3""",,"=""T4913""","=""L14866""",
"=""337.91698""","=""0.00004""","=""337.916991""","=""0.000014""","=""17""","=""5.0e+05""","=""1.2e-04""","=""-3.07""",C+,"=""0.00000000""","=""3.66801930""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""2""",,"=""T4913""","=""L14866""",
"=""357.87038""","=""0.0018""","=""357.868618""","=""0.000021""","=""1380q""","=""1.33e+09""","=""3.66e-01""","=""0.408""",B,"=""0.00000000""","=""3.46352849""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""",,"=""T2887,T3125,T2360""","=""L14866""",
"=""359.35021""","=""0.0017""","=""359.348538""","=""0.000016""","=""1450q""","=""1.05e+09""","=""2.91e-01""","=""0.308""",B,"=""0.00000000""","=""3.44926489""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""",,"=""T2887,T3125,T2360""","=""L14866""",
"=""360.53446""","=""0.0016""","=""360.532884""","=""0.000017""","=""1240q""","=""8.10e+08""","=""2.26e-01""","=""0.198""",B,"=""0.00000000""","=""3.43793441""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""",,"=""T2887,T3125,T2360""","=""L14866""",
"=""361.56452""","=""0.00003""","=""361.564517""","=""0.000017""","=""91""","=""4.6e+05""","=""1.3e-04""","=""-3.05""",C,"=""0.00000000""","=""3.42812540""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""",,"=""T3196""","=""L14866""",
"=""363.52785""","=""0.00005""","=""363.527853""","=""0.000019""","=""21""","=""1.0e+05""","=""3.0e-05""","=""-3.68""",C,"=""0.00000000""","=""3.40961132""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""",,"=""T3196""","=""L14866""",
"=""363.97956""","=""0.00009""","=""363.97965""","=""0.00008""","=""180""","=""2.0e+09""","=""3.0e-01""","=""0.59""",D,"=""2.54410014""","=""5.9494793""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d5.(4G).4p""","=""u 5F*""","=""5""",,"=""T1336""","=""L14866""",
"=""373.08019""","=""0.00003""","=""373.080190""","=""0.000015""","=""91""","=""8.0e+05""","=""2.4e-04""","=""-2.78""",C+,"=""0.00000000""","=""3.32231395""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",,"=""T4913""","=""L14866""",
"=""373.20282""","=""0.00003""","=""373.202825""","=""0.000015""","=""140""","=""1.1e+06""","=""3.3e-04""","=""-2.63""",C+,"=""0.00000000""","=""3.32122225""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4913""","=""L14866""",
"=""374.38815""","=""0.00003""","=""374.388144""","=""0.000020""","=""400""","=""9.89e+08""","=""1.60e-01""","=""0.318""",B,"=""2.54410014""","=""5.85480762""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""6""",,"=""u10""","=""L14866""",
"=""374.44911""","=""0.00004""","=""374.44912""","=""0.00003""","=""50""","=""6.51e+07""","=""1.25e-02""","=""-0.863""",B,"=""2.54463928""","=""5.85480762""","=""3d5.(4G).4s""","=""a 5G""","=""5""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""6""",,"=""u10""","=""L14866""",
"=""375.71695""","=""0.00004""","=""375.716951""","=""0.000023""","=""37""","=""4.31e+07""","=""1.83e-02""","=""-1.039""",B,"=""2.54383615""","=""5.84283485""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""3""",,"=""u10""","=""L14866""",
"=""375.76611""","=""0.00003""","=""375.766107""","=""0.000020""","=""200""","=""2.89e+08""","=""8.75e-02""","=""-0.213""",B,"=""2.54426770""","=""5.84283485""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""3""",,"=""u10""","=""L14866""",
"=""375.80462""","=""0.00004""","=""375.804616""","=""0.000021""","=""65""","=""8.12e+07""","=""1.91e-02""","=""-0.764""",B,"=""2.54460569""","=""5.84283485""","=""3d5.(4G).4s""","=""a 5G""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""3""",,"=""u10""","=""L14866""",
"=""376.82383""","=""0.00003""","=""376.823828""","=""0.000020""","=""180""","=""2.55e+08""","=""1.09e-01""","=""-0.265""",B,"=""2.54383615""","=""5.83314465""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""2""",,"=""u10""","=""L14866""",
"=""376.87327""","=""0.00004""","=""376.873275""","=""0.000020""","=""46""","=""5.95e+07""","=""1.81e-02""","=""-0.897""",B,"=""2.54426770""","=""5.83314465""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""2""",,"=""u10""","=""L14866""",
"=""380.47983""","=""0.00003""","=""380.479845""","=""0.000020""","=""170""","=""6.2e+08""","=""1.5e-01""","=""0.13""",D,"=""3.01062753""","=""6.26832996""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4D).4p""","=""u 5D*""","=""4""",,"=""T1426n""","=""L14866""",
"=""384.95334""","=""0.00003""","=""384.953333""","=""0.000011""","=""230""","=""6.9e+06""","=""3.1e-03""","=""-1.81""",E,"=""0.98287742""","=""4.20272344""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",,"=""T3196""","=""L14866""",
"=""385.22118""","=""0.00003""","=""385.221179""","=""0.000012""","=""220""","=""7.0e+06""","=""5.2e-03""","=""-1.81""",E,"=""0.96841324""","=""4.18602054""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 3P*""","=""0""",,"=""T3196""","=""L14866""",
"=""388.32869""","=""0.00003""","=""388.328670""","=""0.000008""","=""910""","=""2.7e+07""","=""1.2e-02""","=""-1.21""",C,"=""0.98287742""","=""4.17473732""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""388.52137""","=""0.00003""","=""388.521354""","=""0.000009""","=""810""","=""2.0e+07""","=""1.5e-02""","=""-1.36""",C,"=""0.96841324""","=""4.15869020""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""388.67953""","=""0.00003""","=""388.679508""","=""0.000009""","=""740""","=""2.0e+07""","=""6.4e-03""","=""-1.35""",C,"=""1.00367492""","=""4.19265380""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""389.40338""","=""0.00003""","=""389.403367""","=""0.000011""","=""480""","=""1.2e+07""","=""2.7e-02""","=""-1.57""",C,"=""0.96097009""","=""4.14402113""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""390.29092""","=""0.00003""","=""390.290908""","=""0.000008""","=""590""","=""1.8e+07""","=""8.0e-03""","=""-1.40""",D,"=""0.98287742""","=""4.15869020""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""390.31611""","=""0.00003""","=""390.316090""","=""0.000009""","=""130""","=""5.4e+06""","=""4.1e-03""","=""-1.91""",D,"=""0.96841324""","=""4.14402113""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""390.87561""","=""0.00003""","=""390.875593""","=""0.000008""","=""1310""","=""4.3e+07""","=""1.4e-02""","=""-1.00""",C,"=""1.00367492""","=""4.17473732""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""391.62386""","=""0.00003""","=""391.623849""","=""0.000012""","=""420""","=""9.7e+06""","=""7.4e-03""","=""-1.65""",C,"=""0.96841324""","=""4.13341698""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""",,"=""T3196""","=""L14866""",
"=""391.91586""","=""0.00003""","=""391.915844""","=""0.000011""","=""2030""","=""8.3e+07""","=""2.1e-02""","=""-0.72""",C,"=""1.03000806""","=""4.19265380""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""392.10207""","=""0.00003""","=""392.102067""","=""0.000009""","=""740""","=""1.7e+07""","=""8.0e-03""","=""-1.40""",C,"=""0.98287742""","=""4.14402113""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""392.86374""","=""0.00003""","=""392.863720""","=""0.000010""","=""880""","=""2.6e+07""","=""8.6e-03""","=""-1.22""",C,"=""1.00367492""","=""4.15869020""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""394.14876""","=""0.00003""","=""394.148757""","=""0.000010""","=""720""","=""2.0e+07""","=""5.1e-03""","=""-1.34""",C,"=""1.03000806""","=""4.17473732""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""396.36839""","=""0.00003""","=""396.36840""","=""0.00003""","=""620""","=""2.0e+09""","=""3.5e-01""","=""0.66""",D,"=""2.54410014""","=""5.67121951""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d5.(4G).4p""","=""y 5H*""","=""7""",,"=""T3196""","=""L14866""",
"=""396.97427""","=""0.00003""","=""396.974253""","=""0.000021""","=""570""","=""1.6e+09""","=""3.4e-01""","=""0.57""",D,"=""2.54463928""","=""5.66698616""","=""3d5.(4G).4s""","=""a 5G""","=""5""","=""3d5.(4G).4p""","=""y 5H*""","=""6""",,"=""T3196""","=""L14866""",
"=""397.60141""","=""0.00018""","=""397.601369""","=""0.000021""","=""3""","=""2.5e+06""","=""4.6e-04""","=""-2.22""",D,"=""2.54410014""","=""5.66152243""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""T2268""","=""L14866""",
"=""398.12313""","=""0.00004""","=""398.123145""","=""0.000014""","=""31""","=""5.5e+07""","=""4.4e-02""","=""-0.88""",D,"=""2.70991379""","=""5.82325049""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",,"=""T1621n""","=""L14866""",
"=""398.38989""","=""0.00003""","=""398.389886""","=""0.000021""","=""470""","=""9.45e+08""","=""3.21e-01""","=""0.352""",C,"=""2.54426770""","=""5.65551992""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L14866""",
"=""399.11135""","=""0.00004""","=""399.11134""","=""0.00003""","=""420""","=""7.49e+08""","=""3.58e-01""","=""0.253""",B,"=""2.54383615""","=""5.64946442""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d5.(4G).4p""","=""y 5H*""","=""3""",,"=""u10""","=""L14866""",
"=""400.14372""","=""0.00006""","=""400.14374""","=""0.00006""","=""17""","=""7.5e+08""","=""2.0e-01""","=""0.25""",D,"=""3.89035912""","=""6.9879748""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4F).4p""","=""v 5G*""","=""5""",,"=""T1621n""","=""L14866""",
"=""403.90906""","=""0.00004""","=""403.90899""","=""0.00003""","=""110""","=""1.0e+09""","=""1.6e-01""","=""0.39""",B,"=""3.84945609""","=""6.9181964""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(2I).4p""","=""x 3I*""","=""7""",,"=""T4913""","=""L14866""",
"=""403.92953""","=""0.00012""","=""403.92952""","=""0.00004""","=""8""","=""9.0e+07""","=""1.7e-02""","=""-0.66""",D,"=""3.84961210""","=""6.9181964""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""7""",,"=""T4913""","=""L14866""",
"=""404.22425""","=""0.00006""","=""404.224267""","=""0.000021""","=""17""","=""6.2e+06""","=""1.7e-03""","=""-1.82""",D,"=""2.54460569""","=""5.61095253""","=""3d5.(4G).4s""","=""a 5G""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""3""",,"=""T4288""","=""L14866""",
"=""404.87797""","=""0.00004""","=""404.87794""","=""0.00003""","=""93""","=""8.3e+08""","=""1.6e-01""","=""0.31""",B,"=""3.84961210""","=""6.9110084""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",,"=""T4913""","=""L14866""",
"=""404.97738""","=""0.00012""","=""404.97737""","=""0.00004""","=""8""","=""7.3e+07""","=""1.6e-02""","=""-0.75""",D,"=""3.85036371""","=""6.9110084""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",,"=""T4913""","=""L14866""",
"=""405.00220""","=""0.00012""","=""405.00229""","=""0.00003""","=""8""","=""3.6e+06""","=""1.8e-03""","=""-2.05""",D,"=""2.54383615""","=""5.60429253""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""1""",,"=""T4288""","=""L14866""",
"=""405.783""","=""0.003""","=""405.77702""","=""0.00005""","=""18""","=""7.9e+06""","=""1.5e-03""","=""-1.71""",D,"=""3.84961210""","=""6.9042255""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",,"=""T2268""","=""L808""",
"=""405.87693""","=""0.00005""","=""405.87689""","=""0.00005""","=""81""","=""7.4e+08""","=""1.7e-01""","=""0.26""",B,"=""3.85036371""","=""6.9042255""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",,"=""T4913""","=""L14866""",
"=""406.57036""","=""0.00014""","=""406.57036""","=""0.00008""","=""5""","=""3.8e+08""","=""1.1e-01""","=""-0.02""",D,"=""4.1055150""","=""7.1541681""","=""3d5.(2F1).4s""","=""b 3F""","=""4""","=""3d5.(2F1).4p""","=""t 3G*""","=""5""",,"=""T4288""","=""L14866""",
"=""408.17318""","=""0.00009""","=""408.173201""","=""0.000017""","=""12""","=""6.0e+06""","=""5.0e-03""","=""-1.82""",D,"=""2.70991379""","=""5.74659540""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""409.76426""","=""0.00014""","=""409.76430""","=""0.00007""","=""5""","=""3.7e+07""","=""1.9e-02""","=""-1.03""",D,"=""2.88945207""","=""5.9143426""","=""3d5.(6S).4p""","=""z 7P*""","=""2""","=""3d5.(6S).5d""","=""g 7D""","=""3""",,"=""T4288""","=""L14866""",
"=""410.95748""","=""0.00005""","=""410.957475""","=""0.000015""","=""43""","=""2.2e+07""","=""1.1e-02""","=""-1.26""",D,"=""2.70878630""","=""5.72489453""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""3""",,"=""T4288""","=""L14866""",
"=""411.13505""","=""0.00009""","=""411.13503""","=""0.00007""","=""11""","=""8.4e+07""","=""3.0e-02""","=""-0.67""",D,"=""2.89953685""","=""5.9143426""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).5d""","=""g 7D""","=""3""",,"=""T4288""","=""L14866""",
"=""412.65121""","=""0.00004""","=""412.65120""","=""0.00004""","=""390""","=""8.72e+07""","=""1.71e-02""","=""-0.652""",B,"=""2.54410014""","=""5.5478291""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d4.(3F1).4s.4p.(3P*)""","=""y 5G*""","=""6""",,"=""u10""","=""L14866""",
"=""416.55149""","=""0.00013""","=""416.55153""","=""0.00010""","=""6""","=""9.8e+08""","=""2.3e-01""","=""0.40""",D,"=""4.4490806""","=""7.4246850""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3I*""","=""6""",,"=""T1621n""","=""L14866""",
"=""420.35890""","=""0.00004""","=""420.35890""","=""0.00003""","=""130""","=""2.8e+07""","=""1.5e-02""","=""-1.12""",D,"=""2.54383615""","=""5.49248971""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""y 5G*""","=""2""",,"=""T1621n""","=""L14866""",
"=""420.44650""","=""0.00005""","=""420.44650""","=""0.00004""","=""49""","=""3.4e+08""","=""7.0e-02""","=""-0.04""",D,"=""3.9795577""","=""6.9275970""","=""3d4.4s2""","=""a 1I""","=""6""","=""3d4.(1I).4s.4p.(3P*)""","=""u 3H*""","=""5""",,"=""T4288""","=""L14866""",
"=""421.15272""","=""0.00016""","=""421.15262""","=""0.00004""","=""4""","=""7.8e+06""","=""1.9e-03""","=""-1.68""",D,"=""2.98256889""","=""5.9256654""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d4.(3G).4s.4p.(3P*)""","=""x 5H*""","=""5""",,"=""T4288""","=""L14866""",
"=""421.31754""","=""0.00005""","=""421.31753""","=""0.00004""","=""27""","=""7.1e+07""","=""2.7e-02""","=""-0.72""",D,"=""3.07899825""","=""6.0209429""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""""","=""x 3G*""","=""4""",,"=""T1621n""","=""L14866""",
"=""422.27280""","=""0.00006""","=""422.272739""","=""0.000020""","=""17""","=""3.9e+07""","=""2.1e-02""","=""-0.98""",D,"=""3.01279642""","=""5.94808628""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""3""",,"=""T4288""","=""L14866""",
"=""423.04708""","=""0.00010""","=""423.04705""","=""0.00003""","=""10""","=""2.6e+07""","=""2.3e-02""","=""-1.16""",D,"=""3.01114742""","=""5.94106486""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",,"=""T3963""","=""L14866""",
"=""423.2233""","=""0.002""","=""423.2263""","=""0.0005""","=""15""","=""1.2e+08""","=""6.4e-02""","=""-0.50""",D,"=""4.2074798""","=""7.136156""","=""3d4.4s2""","=""c 3D""","=""2""","=""3d5.(2F1).4p""","=""t 3G*""","=""3""",,"=""T3963""","=""L808""",
"=""423.45156""","=""0.00006""","=""423.45150""","=""0.00003""","=""18""","=""2.4e+07""","=""7.2e-03""","=""-1.19""",D,"=""3.12159404""","=""6.04871307""","=""3d4.4s2""","=""a 3F""","=""4""","=""""","=""x 3G*""","=""5""",,"=""T3963""","=""L14866""",
"=""423.59978""","=""0.00015""","=""423.59981""","=""0.00004""","=""5""","=""2.0e+07""","=""5.3e-02""","=""-1.27""",D,"=""3.00997115""","=""5.9360654""","=""3d5.(4D).4s""","=""b 5D""","=""0""","=""3d5.(4G).4p""","=""u 5F*""","=""1""",,"=""T3963""","=""L14866""",
"=""423.77019""","=""0.0002""","=""423.77017""","=""0.00004""","=""3""","=""1.2e+07""","=""1.1e-02""","=""-1.49""",D,"=""3.01114742""","=""5.9360654""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""1""",,"=""T3963""","=""L14866""",
"=""423.89491""","=""0.00006""","=""423.894915""","=""0.000020""","=""20""","=""6.7e+07""","=""2.0e-02""","=""-0.75""",D,"=""3.01062753""","=""5.93468472""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",,"=""T1621n""","=""L14866""",
