obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""890.402""","=""890.401""","=""0.005""","=""12""","=""1.148e+07""","=""3.414e-02""","=""-0.8647""",AA,"=""2.6702462""","=""4.062317""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.7f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""892.331""","=""892.329""","=""0.005""","=""5""","=""2.09e+05""","=""1.250e-03""","=""-2.602""",A,"=""2.6069601""","=""3.996024""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.8p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""892.544""","=""892.541""","=""0.005""","=""4""","=""9.54e+04""","=""5.70e-04""","=""-2.943""",B+,"=""2.6069601""","=""3.995693""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.8p""","=""2P*""","=""1/2""",,"=""T9168""","=""L6096""",
"=""934.724""","=""934.722""","=""0.005""","=""7""","=""4.540e+05""","=""9.92e-04""","=""-2.225""",A+,"=""2.6699600""","=""3.996024""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.8p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""934.925""","=""934.924""","=""0.005""","=""3""","=""5.064e+04""","=""1.661e-04""","=""-3.178""",A+,"=""2.6702462""","=""3.996024""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.8p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""935.159""","=""935.158""","=""0.005""","=""6""","=""2.488e+05""","=""8.16e-04""","=""-2.486""",A+,"=""2.6702462""","=""3.995693""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.8p""","=""2P*""","=""1/2""",,"=""T9168""","=""L6096""",
"=""959.570""","=""959.569""","=""0.006""","=""15bl*""","=""2.759e+07""","=""6.351e-02""","=""-0.419""",AA,"=""2.6699600""","=""3.961688""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.6f""","=""2F*""","=""7/2""",,"=""T9168""","=""L6096""",
"=""959.570""","=""959.569""","=""0.006""","=""15bl*""","=""1.376e+06""","=""3.168e-03""","=""-1.7211""",AA,"=""2.6699600""","=""3.961688""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.6f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""959.783""","=""959.781""","=""0.006""","=""14""","=""1.924e+07""","=""6.648e-02""","=""-0.5753""",AA,"=""2.6702462""","=""3.961688""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.6f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""994.967""","=""994.965""","=""0.006""","=""6""","=""4.96e+05""","=""3.68e-03""","=""-2.133""",B+,"=""2.6069601""","=""3.852735""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.7p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""995.414""","=""995.411""","=""0.006""","=""5""","=""2.30e+05""","=""1.71e-03""","=""-2.466""",B+,"=""2.6069601""","=""3.852177""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.7p""","=""2P*""","=""1/2""",,"=""T9168""","=""L6096""",
"=""1047.963""","=""1047.962""","=""0.007""","=""9""","=""7.968e+05""","=""2.187e-03""","=""-1.882""",A,"=""2.6699600""","=""3.852735""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.7p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""1048.215""","=""1048.215""","=""0.007""","=""5""","=""8.820e+04""","=""3.634e-04""","=""-2.838""",A+,"=""2.6702462""","=""3.852735""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.7p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""1048.711""","=""1048.710""","=""0.007""","=""8""","=""4.336e+05""","=""1.788e-03""","=""-2.146""",A+,"=""2.6702462""","=""3.852177""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.7p""","=""2P*""","=""1/2""",,"=""T9168""","=""L6096""",
"=""""","=""1066.8459""","=""0.0006""","=""""","=""7.8e+04""","=""6.7e-04""","=""-2.88""",C,"=""3.0625810""","=""4.22441928""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.13s""","=""2S""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1068.5793""","=""0.0006""","=""""","=""4.8e+04""","=""4.1e-04""","=""-3.09""",C,"=""3.0625810""","=""4.22253462""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.11d""","=""2D""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1068.9857""","=""0.0006""","=""""","=""1.5e+05""","=""6.6e-04""","=""-2.58""",C,"=""3.0649066""","=""4.22441928""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.13s""","=""2S""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1070.7260""","=""0.0006""","=""""","=""9.6e+03""","=""4.1e-05""","=""-3.78""",C,"=""3.0649066""","=""4.22253462""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.11d""","=""2D""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1070.7298""","=""0.0006""","=""""","=""8.4e+04""","=""3.6e-04""","=""-2.84""",C,"=""3.0649066""","=""4.22253048""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.11d""","=""2D""","=""5/2""",,"=""T817LS""","=""""",
"=""""","=""1090.2024""","=""0.0006""","=""""","=""1.1e+05""","=""9.6e-04""","=""-2.72""",C,"=""3.0625810""","=""4.19952815""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.12s""","=""2S""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1092.4370""","=""0.0006""","=""""","=""2.2e+05""","=""9.8e-04""","=""-2.40""",C+,"=""3.0649066""","=""4.19952815""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.12s""","=""2S""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1092.5659""","=""0.0006""","=""""","=""5.2e+04""","=""4.7e-04""","=""-3.03""",C,"=""3.0625810""","=""4.19706867""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.10d""","=""2D""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1094.8101""","=""0.0006""","=""""","=""1.1e+04""","=""4.9e-05""","=""-3.71""",C,"=""3.0649066""","=""4.19706867""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.10d""","=""2D""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1094.8157""","=""0.0006""","=""""","=""9.6e+04""","=""4.3e-04""","=""-2.76""",C,"=""3.0649066""","=""4.19706295""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.10d""","=""2D""","=""5/2""",,"=""T817LS""","=""""",
"=""1101.987""","=""1101.985""","=""0.007""","=""17*""","=""5.230e+07""","=""1.588e-01""","=""-0.021""",AA,"=""2.6699600""","=""3.794751""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.5f""","=""2F*""","=""7/2""",,"=""T9168""","=""L6096""",
"=""1101.987""","=""1101.985""","=""0.007""","=""17*""","=""2.616e+06""","=""7.942e-03""","=""-1.322""",AA,"=""2.6699600""","=""3.794751""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.5f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""1102.267""","=""1102.265""","=""0.007""","=""16""","=""3.659e+07""","=""1.667e-01""","=""-0.176""",AA,"=""2.6702462""","=""3.794751""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.5f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""""","=""1123.6442""","=""0.0006""","=""""","=""1.592e+05""","=""1.507e-03""","=""-2.521""",A+,"=""3.0625810""","=""4.16569049""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.11s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1126.0181""","=""0.0006""","=""""","=""3.146e+05""","=""1.496e-03""","=""-2.223""",A+,"=""3.0649066""","=""4.16569049""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.11s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1126.9927""","=""0.0006""","=""""","=""6.96e+04""","=""6.64e-04""","=""-2.88""",B+,"=""3.0625810""","=""4.16241300""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.9d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1129.3808""","=""0.0006""","=""""","=""1.49e+04""","=""7.13e-05""","=""-3.54""",B+,"=""3.0649066""","=""4.16241300""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.9d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1129.3891""","=""0.0006""","=""""","=""1.37e+05""","=""6.54e-04""","=""-2.58""",B+,"=""3.0649066""","=""4.16240485""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.9d""","=""2D""","=""5/2""",,"=""T9168""","=""""",
"=""1169.0219""","=""1169.0242""","=""0.0007""","=""17""","=""8.068e+07""","=""8.269e-01""","=""0.218""",AA,"=""1.60995784350""","=""2.6702462""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.3d""","=""2D""","=""3/2""",,"=""T9168""","=""L1792""",
"=""""","=""1174.3740""","=""0.0007""","=""""","=""2.312e+05""","=""2.391e-03""","=""-2.320""",AA,"=""3.0625810""","=""4.11803927""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.10s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""1176.9637""","=""1176.9667""","=""0.0007""","=""16""","=""1.590e+07""","=""8.258e-02""","=""-0.481""",AA,"=""1.6171130092""","=""2.6702462""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.3d""","=""2D""","=""3/2""",,"=""T9168""","=""L1792""",
"=""""","=""1176.9673""","=""0.0007""","=""""","=""4.576e+05""","=""2.377e-03""","=""-2.022""",AA,"=""3.0649066""","=""4.11803927""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.10s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""1177.2838""","=""1177.2866""","=""0.0007""","=""17""","=""1.430e+08""","=""7.430e-01""","=""0.473""",AA,"=""1.6171130092""","=""2.6699600""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.3d""","=""2D""","=""5/2""",,"=""T9168""","=""L1792""",
"=""""","=""1179.3606""","=""0.0007""","=""""","=""6.88e+04""","=""7.2e-04""","=""-2.84""",B,"=""3.0625810""","=""4.11357655""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.8d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1181.9760""","=""0.0007""","=""""","=""1.5e+04""","=""7.9e-05""","=""-3.50""",B,"=""3.0649066""","=""4.11357655""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.8d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1181.9898""","=""0.0007""","=""""","=""1.37e+05""","=""7.2e-04""","=""-2.54""",B,"=""3.0649066""","=""4.11356434""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.8d""","=""2D""","=""5/2""",,"=""T9168""","=""""",
"=""1243.2274""","=""1243.2298""","=""0.0008""","=""56""","=""1.590e+07""","=""1.843e-01""","=""-0.4334""",AA,"=""1.60995784350""","=""2.6069601""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.5s""","=""2S""","=""1/2""",,"=""T9168""","=""L1792""",
"=""1252.2141""","=""1252.2165""","=""0.0008""","=""98""","=""3.164e+07""","=""1.861e-01""","=""-0.1283""",AA,"=""1.6171130092""","=""2.6069601""","=""3p6.4p""","=""2P*""","=""3/2""","=""3p6.5s""","=""2S""","=""1/2""",,"=""T9168""","=""L1792""",
"=""""","=""1252.608""","=""0.008""","=""""","=""1.74e+06""","=""2.05e-02""","=""-1.388""",B+,"=""2.6069601""","=""3.596498""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.6p""","=""2P*""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1253.934""","=""0.008""","=""""","=""8.32e+05""","=""9.81e-03""","=""-1.707""",A,"=""2.6069601""","=""3.595451""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.6p""","=""2P*""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1257.9972""","=""0.0008""","=""""","=""3.564e+05""","=""4.230e-03""","=""-2.073""",AA,"=""3.0625810""","=""4.04787964""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.9s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1260.9735""","=""0.0008""","=""""","=""7.024e+05""","=""4.188e-03""","=""-1.776""",AA,"=""3.0649066""","=""4.04787964""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.9s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1265.9474""","=""0.0008""","=""""","=""4.80e+04""","=""5.8e-04""","=""-2.94""",B,"=""3.0625810""","=""4.04169191""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.7d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1268.9615""","=""0.0008""","=""""","=""1.1e+04""","=""6.6e-05""","=""-3.58""",B,"=""3.0649066""","=""4.04169191""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.7d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1268.9865""","=""0.0008""","=""""","=""1.00e+05""","=""6.0e-04""","=""-2.62""",B,"=""3.0649066""","=""4.04167262""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.7d""","=""2D""","=""5/2""",,"=""T9168""","=""""",
"=""1337.786""","=""1337.779""","=""0.009""","=""""","=""1.63e+06""","=""7.31e-03""","=""-1.358""",A+,"=""2.6699600""","=""3.596498""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.6p""","=""2P*""","=""3/2""",,"=""T9168""","=""L6096""",
"=""""","=""1338.193""","=""0.009""","=""""","=""1.82e+05""","=""1.221e-03""","=""-2.311""",A,"=""2.6702462""","=""3.596498""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.6p""","=""2P*""","=""3/2""",,"=""T9168""","=""""",
"=""1339.709""","=""1339.706""","=""0.009""","=""""","=""8.94e+05""","=""6.01e-03""","=""-1.619""",A+,"=""2.6702462""","=""3.595451""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.6p""","=""2P*""","=""1/2""",,"=""T9168""","=""L6096""",
"=""""","=""1415.2427""","=""0.0012""","=""""","=""5.940e+05""","=""8.92e-03""","=""-1.748""",A+,"=""3.0625810""","=""3.9384048""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.8s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1419.0106""","=""0.0012""","=""""","=""1.17e+06""","=""8.86e-03""","=""-1.450""",A+,"=""3.0649066""","=""3.9384048""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.8s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1429.2460""","=""0.0012""","=""""","=""2.8e+03""","=""4.2e-05""","=""-4.07""",D,"=""3.0625810""","=""3.9298237""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.6d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1433.0889""","=""0.0012""","=""""","=""1.0e+03""","=""8.1e-06""","=""-4.49""",D+,"=""3.0649066""","=""3.9298237""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.6d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1433.1435""","=""0.0012""","=""""","=""9.6e+03""","=""7.5e-05""","=""-3.52""",D+,"=""3.0649066""","=""3.9297908""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.6d""","=""2D""","=""5/2""",,"=""T9168""","=""""",
"=""""","=""1480.7676""","=""0.0013""","=""""","=""8.4e+04""","=""4.6e-04""","=""-2.56""",C+,"=""3.3968046""","=""4.2338727""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.13p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1481.0023""","=""0.0013""","=""""","=""9.2e+03""","=""7.6e-05""","=""-3.52""",C,"=""3.3969373""","=""4.2338727""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.13p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1481.1027""","=""0.0013""","=""""","=""4.6e+04""","=""3.8e-04""","=""-2.82""",C,"=""3.3969373""","=""4.2338159""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.13p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""1516.308""","=""1516.307""","=""0.012""","=""bl*""","=""1.238e+08""","=""7.11e-01""","=""0.630""",A,"=""2.6699600""","=""3.487409""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""7/2""",,"=""T9168""","=""L6096""",
"=""1516.308""","=""1516.307""","=""0.012""","=""bl*""","=""6.210e+06""","=""3.569e-02""","=""-0.669""",A,"=""2.6699600""","=""3.487409""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""1516.840""","=""1516.838""","=""0.012""","=""""","=""8.778e+07""","=""7.57e-01""","=""0.481""",B+,"=""2.6702462""","=""3.487409""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""T9168""","=""L6096""",
"=""""","=""1520.3264""","=""0.0013""","=""""","=""1.1e+05""","=""6.2e-04""","=""-2.43""",C+,"=""3.3968046""","=""4.2120922""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.12p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1520.5739""","=""0.0013""","=""""","=""1.2e+04""","=""1.0e-04""","=""-3.38""",C,"=""3.3969373""","=""4.2120922""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.12p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1520.7146""","=""0.0013""","=""""","=""6.4e+04""","=""5.6e-04""","=""-2.65""",C+,"=""3.3969373""","=""4.2120168""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.12p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1576.7937""","=""0.0014""","=""""","=""1.5e+05""","=""9.2e-04""","=""-2.26""",C+,"=""3.3968046""","=""4.1828956""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.11p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1577.0599""","=""0.0014""","=""""","=""1.7e+04""","=""1.6e-04""","=""-3.19""",C,"=""3.3969373""","=""4.1828956""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.11p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1577.2665""","=""0.0014""","=""""","=""8.2e+04""","=""7.6e-04""","=""-2.51""",C+,"=""3.3969373""","=""4.1827927""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.11p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1598.222""","=""0.015""","=""""","=""3.4e+06""","=""2.2e-02""","=""-0.88""",B+,"=""3.3968046""","=""4.172356""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.9f""","=""2F*""","=""7/2""",,"=""T817""","=""""",
"=""""","=""1598.222""","=""0.015""","=""""","=""1.7e+05""","=""1.1e-03""","=""-2.18""",C+,"=""3.3968046""","=""4.172356""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.9f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""""","=""1598.496""","=""0.015""","=""""","=""2.4e+06""","=""2.3e-02""","=""-1.04""",B+,"=""3.3969373""","=""4.172356""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.9f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""""","=""1662.2439""","=""0.0016""","=""""","=""2.2e+05""","=""1.5e-03""","=""-2.05""",C+,"=""3.3968046""","=""4.1424855""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.10p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1662.5396""","=""0.0016""","=""""","=""2.4e+04""","=""2.5e-04""","=""-2.99""",C,"=""3.3969373""","=""4.1424855""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.10p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1662.8626""","=""0.0016""","=""""","=""1.2e+05""","=""1.2e-03""","=""-2.30""",C+,"=""3.3969373""","=""4.1423407""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.10p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1696.084""","=""0.017""","=""""","=""4.629e+06""","=""3.329e-02""","=""-0.700""",A+,"=""3.3968046""","=""4.127608""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.8f""","=""2F*""","=""7/2""",,"=""T8262""","=""""",
"=""""","=""1696.084""","=""0.017""","=""""","=""2.310e+05""","=""1.661e-03""","=""-2.001""",A+,"=""3.3968046""","=""4.127608""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.8f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""""","=""1696.392""","=""0.017""","=""""","=""3.234e+06""","=""3.490e-02""","=""-0.855""",A+,"=""3.3969373""","=""4.127608""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.8f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""""","=""1793.9187""","=""0.0019""","=""""","=""1.137e+06""","=""2.745e-02""","=""-1.260""",AA,"=""3.0625810""","=""3.7535285""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.7s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1799.9770""","=""0.0019""","=""""","=""2.240e+06""","=""2.721e-02""","=""-0.963""",AA,"=""3.0649066""","=""3.7535285""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.7s""","=""2S""","=""1/2""",,"=""T9168""","=""""",
"=""""","=""1802.9832""","=""0.0019""","=""""","=""3.3e+05""","=""2.7e-03""","=""-1.79""",C+,"=""3.3968046""","=""4.0842783""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.9p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1803.3312""","=""0.0019""","=""""","=""3.8e+04""","=""4.6e-04""","=""-2.73""",C+,"=""3.3969373""","=""4.0842783""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.9p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""1803.8919""","=""0.0019""","=""""","=""1.8e+05""","=""2.2e-03""","=""-2.05""",C+,"=""3.3969373""","=""4.0840647""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.9p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""1822.8672""","=""0.0019""","=""""","=""2.90e+05""","=""7.22e-03""","=""-1.84""",B,"=""3.0625810""","=""3.7425557""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1829.1229""","=""0.0019""","=""""","=""5.24e+04""","=""6.6e-04""","=""-2.58""",B,"=""3.0649066""","=""3.7425557""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T9168""","=""""",
"=""""","=""1829.2915""","=""0.0019""","=""""","=""4.7e+05""","=""5.88e-03""","=""-1.63""",B+,"=""3.0649066""","=""3.7424933""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""5/2""",,"=""T9168""","=""""",
"=""""","=""1862.479""","=""0.021""","=""""","=""6.8e+06""","=""5.93e-02""","=""-0.449""",A,"=""3.3968046""","=""4.062317""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.7f""","=""2F*""","=""7/2""",,"=""T8262""","=""""",
"=""""","=""1862.479""","=""0.021""","=""""","=""3.42e+05""","=""2.97e-03""","=""-1.750""",B+,"=""3.3968046""","=""4.062317""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.7f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""""","=""1862.850""","=""0.021""","=""""","=""4.80e+06""","=""6.25e-02""","=""-0.602""",A,"=""3.3969373""","=""4.062317""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.7f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""2069.09""","=""0.03""","=""""","=""5.6e+05""","=""6.0e-03""","=""-1.44""",B+,"=""3.3968046""","=""3.996024""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.8p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""2069.55""","=""0.03""","=""""","=""6.0e+04""","=""9.6e-04""","=""-2.41""",C+,"=""3.3969373""","=""3.996024""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.8p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""2070.70""","=""0.03""","=""""","=""3.0e+05""","=""4.8e-03""","=""-1.71""",C+,"=""3.3969373""","=""3.995693""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.8p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""2194.86""","=""0.03""","=""""","=""1.06e+07""","=""1.27e-01""","=""-0.118""",B+,"=""3.3968046""","=""3.961688""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.6f""","=""2F*""","=""7/2""",,"=""T8262""","=""""",
"=""""","=""2194.86""","=""0.03""","=""""","=""5.28e+05""","=""6.36e-03""","=""-1.419""",B+,"=""3.3968046""","=""3.961688""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.6f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""""","=""2195.38""","=""0.03""","=""""","=""7.38e+06""","=""1.33e-01""","=""-0.273""",B+,"=""3.3969373""","=""3.961688""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.6f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""2707.397""","=""2707.395""","=""0.005""","=""59""","=""1.83e+07""","=""1.007e+00""","=""0.304""",AA,"=""2.6069601""","=""3.0649066""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.5p""","=""2P*""","=""3/2""",,"=""T9168""","=""L1792""",
"=""""","=""2719.37""","=""0.04""","=""""","=""1.0e+06""","=""1.8e-02""","=""-0.96""",B+,"=""3.3968046""","=""3.852735""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.7p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""2720.16""","=""0.04""","=""""","=""1.1e+05""","=""3.1e-03""","=""-1.91""",C+,"=""3.3969373""","=""3.852735""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.7p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""2721.216""","=""2721.214""","=""0.005""","=""36""","=""9.06e+06""","=""5.026e-01""","=""0.002""",AA,"=""2.6069601""","=""3.0625810""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.5p""","=""2P*""","=""1/2""",,"=""T9168""","=""L1792""",
